country|plant|unit|model|status|constructor|architect_engineer|turbine_supplier|rpv_manufacturer
China|Jinqimen|1|HPR1000|Under Construction|CNNC|CNPE|Dongfang Electric|China First Heavy Industries
China|Lianjiang|1|CAP1000|Under Construction|CNNC|CNPE|Dongfang Electric|China First Heavy Industries
China|Lianjiang|2|CAP1000|Under Construction|CNNC|CNPE|Dongfang Electric|China First Heavy Industries
China|Ling Ao|1|M310+|Operational|Framatome|EDF / CNPEC|Alstom|Framatome
China|Ling Ao|2|M310+|Operational|Framatome|EDF / CNPEC|Alstom|Framatome
China|Ling Ao|3|CPR-1000|Operational|CGN|CNPEC|Dongfang Electric|China First Heavy Industries
China|Ling Ao|4|CPR-1000|Operational|CGN|CNPEC|Dongfang Electric|China First Heavy Industries
China|Linglong|1|ACP100|Under Construction|CNNC|CNPE|Dongfang Electric|China First Heavy Industries
China|Lufeng|1|CAP1000|Under Construction|CNNC|CNPEC|Dongfang Electric|China First Heavy Industries
China|Lufeng|2|CAP1000|Under Construction|CNNC|CNPEC|Dongfang Electric|China First Heavy Industries
China|Lufeng|5|HPR1000|Under Construction|CGN|CNPEC|Dongfang Electric|China First Heavy Industries
China|Lufeng|6|HPR1000|Under Construction|CGN|CNPEC|Dongfang Electric|China First Heavy Industries
China|Ningde|1|CPR-1000|Operational|CGN|CNPEC|Dongfang Electric|China First Heavy Industries
China|Ningde|2|CPR-1000|Operational|CGN|CNPEC|Dongfang Electric|China First Heavy Industries
China|Ningde|3|CPR-1000|Operational|CGN|CNPEC|Dongfang Electric|China First Heavy Industries
China|Ningde|4|CPR-1000|Operational|CGN|CNPEC|Dongfang Electric|China First Heavy Industries
China|Ningde|5|HPR1000|Under Construction|CGN|CNPEC|Dongfang Electric|China First Heavy Industries
China|Ningde|6|HPR1000|Under Construction|CGN|CNPEC|Dongfang Electric|China First Heavy Industries
China|Qinshan 1|1|CNP-300|Operational|CNNC|CNPE|Harbin Electric|China First Heavy Industries
China|Qinshan 2|1|CNP-600|Operational|CNNC|CNPE|Harbin Electric|China First Heavy Industries
China|Qinshan 2|2|CNP-600|Operational|CNNC|CNPE|Harbin Electric|China First Heavy Industries
China|Qinshan 2|3|CNP-600|Operational|CNNC|CNPE|Harbin Electric|China First Heavy Industries
China|Qinshan 2|4|CNP-600|Operational|CNNC|CNPE|Harbin Electric|China First Heavy Industries
China|Qinshan 3|1|CANDU 6|Operational|AECL|AECL|Harbin Electric|None
China|Qinshan 3|2|CANDU 6|Operational|AECL|AECL|Harbin Electric|None
China|Sanao|1|HPR1000|Under Construction|CNNC|CNPE|Dongfang Electric|China First Heavy Industries
China|Sanao|2|HPR1000|Under Construction|CNNC|CNPE|Dongfang Electric|China First Heavy Industries
China|Sanao|3|HPR1000|Under Construction|CNNC|CNPE|Dongfang Electric|China First Heavy Industries
China|Sanmen|1|AP1000|Operational|Westinghouse|SNPTC|Harbin Electric|Doosan Heavy Industries
China|Sanmen|2|AP1000|Operational|Westinghouse|SNPTC|Harbin Electric|Doosan Heavy Industries
China|Sanmen|3|CAP1000|Under Construction|CNNC|CNPE|Dongfang Electric|China First Heavy Industries
China|Sanmen|4|CAP1000|Under Construction|CNNC|CNPE|Dongfang Electric|China First Heavy Industries
