plant|unit|field|verdict|corrected_value|confidence|source
Bruce|1|constructor|WRONG|Ontario Hydro|HIGH|Wikipedia: Bruce Nuclear Generating Station ("constructed in stages between 1970 and 1987 by the provincial Crown corporation, Ontario Hydro"; AECL was reactor supplier, not constructor)
Bruce|1|architect_engineer|UNVERIFIABLE||-|-
Bruce|1|turbine_supplier|UNVERIFIABLE||-|-
Bruce|1|rpv_manufacturer|CONFIRMED||HIGH|Wikipedia: Bruce Nuclear Generating Station (calandria design confirmed, e.g. 1986 fuel-channel failure swept fuel into "the moderator (calandria)"; CANDU PHWR has no RPV)
Bruce|2|constructor|WRONG|Ontario Hydro|HIGH|Wikipedia: Bruce Nuclear Generating Station
Bruce|2|architect_engineer|UNVERIFIABLE||-|-
Bruce|2|turbine_supplier|UNVERIFIABLE||-|-
Bruce|2|rpv_manufacturer|CONFIRMED||HIGH|Wikipedia: Bruce Nuclear Generating Station
Bruce|3|constructor|WRONG|Ontario Hydro|HIGH|Wikipedia: Bruce Nuclear Generating Station
Bruce|3|architect_engineer|UNVERIFIABLE||-|-
Bruce|3|turbine_supplier|UNVERIFIABLE||-|-
Bruce|3|rpv_manufacturer|CONFIRMED||HIGH|Wikipedia: Bruce Nuclear Generating Station
Bruce|4|constructor|WRONG|Ontario Hydro|HIGH|Wikipedia: Bruce Nuclear Generating Station
Bruce|4|architect_engineer|UNVERIFIABLE||-|-
Bruce|4|turbine_supplier|UNVERIFIABLE||-|-
Bruce|4|rpv_manufacturer|CONFIRMED||HIGH|Wikipedia: Bruce Nuclear Generating Station
Bruce|5|constructor|WRONG|Ontario Hydro|HIGH|Wikipedia: Bruce Nuclear Generating Station
Bruce|5|architect_engineer|UNVERIFIABLE||-|-
Bruce|5|turbine_supplier|UNVERIFIABLE||-|-
Bruce|5|rpv_manufacturer|CONFIRMED||HIGH|Wikipedia: Bruce Nuclear Generating Station
Bruce|6|constructor|WRONG|Ontario Hydro|HIGH|Wikipedia: Bruce Nuclear Generating Station
Bruce|6|architect_engineer|UNVERIFIABLE||-|-
Bruce|6|turbine_supplier|UNVERIFIABLE||-|-
Bruce|6|rpv_manufacturer|CONFIRMED||HIGH|Wikipedia: Bruce Nuclear Generating Station
