plant|unit|field|verdict|corrected_value|confidence|source
Fessenheim|1|constructor|CONFIRMED||HIGH|fr.wikipedia Fessenheim infobox: fournisseurs=Framatome
Fessenheim|1|architect_engineer|CONFIRMED||HIGH|fr.wikipedia Fessenheim (EDF as builder/operator)
Fessenheim|1|turbine_supplier|CONFIRMED||HIGH|fr.wikipedia Fessenheim infobox: fournisseurs=Alstom
Fessenheim|1|rpv_manufacturer|UNVERIFIABLE||LOW|fr.wikipedia Fessenheim names only "Framatome" generically for NSSS; no forge-level (Creusot-Loire) detail found
Fessenheim|2|constructor|CONFIRMED||HIGH|fr.wikipedia Fessenheim infobox
Fessenheim|2|architect_engineer|CONFIRMED||HIGH|fr.wikipedia Fessenheim
Fessenheim|2|turbine_supplier|CONFIRMED||HIGH|fr.wikipedia Fessenheim infobox
Fessenheim|2|rpv_manufacturer|UNVERIFIABLE||LOW|no Creusot-Loire mention found in fr.wikipedia
Flamanville|1|constructor|CONFIRMED||HIGH|en.wikipedia Flamanville NPP: "Framatome furnished the reactor coolant systems"
Flamanville|1|architect_engineer|UNVERIFIABLE||MED|EDF not explicitly named as AE in fetched sources; standard fleet convention only, not a direct citation
Flamanville|1|turbine_supplier|CONFIRMED||HIGH|en.wikipedia Flamanville NPP: "Alstom provided the two turbine islands"
Flamanville|1|rpv_manufacturer|UNVERIFIABLE||LOW|no source names Creusot-Loire; vessel likely forged c.1980-82 (pre-1984 bankruptcy) so plausible but unconfirmed
Flamanville|2|constructor|CONFIRMED||HIGH|en.wikipedia Flamanville NPP
Flamanville|2|architect_engineer|UNVERIFIABLE||MED|same as unit 1
Flamanville|2|turbine_supplier|CONFIRMED||HIGH|en.wikipedia Flamanville NPP
Flamanville|2|rpv_manufacturer|UNVERIFIABLE||LOW|same as unit 1
Flamanville|3|constructor|CONFIRMED||HIGH|en.wikipedia Flamanville NPP: "Areva NP (now Framatome) signed contract April 2007 for nuclear island"
Flamanville|3|architect_engineer|UNVERIFIABLE||MED|Bouygues Construction confirmed only as civil-works contractor, not AE in the conventional sense; EDF's AE/owner role not explicitly sourced but not refuted either
Flamanville|3|turbine_supplier|CONFIRMED||HIGH|en.wikipedia Flamanville NPP: "Alstom was assigned the turbine hall work in August 2006"
Flamanville|3|rpv_manufacturer|WRONG|Framatome (Areva NP, Creusot Forge / Le Creusot)|HIGH|en.wikipedia Flamanville NPP; 2015 carbon-segregation anomaly well-documented as involving the Le Creusot-forged EPR vessel head/bottom. "Creusot-Loire" (defunct 1984) is anachronistic for a vessel forged c.2010s
Golfech|1|constructor|CONFIRMED||HIGH|fr.wikipedia Golfech (Framatome, P'4 class)
Golfech|1|architect_engineer|UNVERIFIABLE||LOW|not stated in source
Golfech|1|turbine_supplier|CONFIRMED||MED|fr.wikipedia Golfech: "General Electric France (Alstom until 2014)" - original build supplier Alstom; later replaced by GE France post-2014 (time-point ambiguity, see notes)
Golfech|1|rpv_manufacturer|UNVERIFIABLE||LOW|not stated; construction began Nov 1982, before 1984 bankruptcy - Creusot-Loire plausible but unconfirmed
Golfech|2|constructor|CONFIRMED||HIGH|fr.wikipedia Golfech
Golfech|2|architect_engineer|UNVERIFIABLE||LOW|not stated
Golfech|2|turbine_supplier|CONFIRMED||MED|fr.wikipedia Golfech - same original/later-GE caveat as unit 1
Golfech|2|rpv_manufacturer|UNVERIFIABLE||LOW|construction began Oct 1984 - right at the Creusot-Loire bankruptcy transition point; real risk this unit differs from unit 1, unconfirmed either way
Gravelines|1|constructor|CONFIRMED||HIGH|fr.wikipedia Gravelines infobox: fournisseurs=Framatome, Alstom
Gravelines|1|architect_engineer|CONFIRMED||HIGH|fr.wikipedia Gravelines (EDF)
Gravelines|1|turbine_supplier|CONFIRMED||HIGH|fr.wikipedia Gravelines infobox
Gravelines|1|rpv_manufacturer|UNVERIFIABLE||LOW|no Creusot-Loire mention found; construction started 1975-76, pre-1984 (chronologically plausible only)
Gravelines|2|constructor|CONFIRMED||HIGH|fr.wikipedia Gravelines
Gravelines|2|architect_engineer|CONFIRMED||HIGH|fr.wikipedia Gravelines
Gravelines|2|turbine_supplier|CONFIRMED||HIGH|fr.wikipedia Gravelines
Gravelines|2|rpv_manufacturer|UNVERIFIABLE||LOW|same as unit 1
Gravelines|3|constructor|CONFIRMED||HIGH|fr.wikipedia Gravelines
Gravelines|3|architect_engineer|CONFIRMED||HIGH|fr.wikipedia Gravelines
Gravelines|3|turbine_supplier|CONFIRMED||HIGH|fr.wikipedia Gravelines
Gravelines|3|rpv_manufacturer|UNVERIFIABLE||LOW|same as unit 1
Gravelines|4|constructor|CONFIRMED||HIGH|fr.wikipedia Gravelines
Gravelines|4|architect_engineer|CONFIRMED||HIGH|fr.wikipedia Gravelines
Gravelines|4|turbine_supplier|CONFIRMED||HIGH|fr.wikipedia Gravelines
Gravelines|4|rpv_manufacturer|UNVERIFIABLE||LOW|same as unit 1
Gravelines|5|constructor|CONFIRMED||HIGH|fr.wikipedia Gravelines
Gravelines|5|architect_engineer|CONFIRMED||HIGH|fr.wikipedia Gravelines
Gravelines|5|turbine_supplier|CONFIRMED||HIGH|fr.wikipedia Gravelines infobox
Gravelines|5|rpv_manufacturer|UNVERIFIABLE||LOW|construction started Oct 1979, criticality 1984-85, forging likely pre-bankruptcy but unconfirmed
Gravelines|6|constructor|CONFIRMED||HIGH|fr.wikipedia Gravelines
Gravelines|6|architect_engineer|CONFIRMED||HIGH|fr.wikipedia Gravelines
Gravelines|6|turbine_supplier|CONFIRMED||HIGH|fr.wikipedia Gravelines infobox
Gravelines|6|rpv_manufacturer|UNVERIFIABLE||LOW|same as unit 5
Nogent|1|constructor|CONFIRMED||HIGH|fr.wikipedia Nogent (Framatome, P'4 REP 1300)
Nogent|1|architect_engineer|UNVERIFIABLE||LOW|not stated
Nogent|1|turbine_supplier|CONFIRMED||MED|fr.wikipedia Nogent: "Framatome, GEAST (Alstom until 2014)" - original supplier Alstom, later renamed
Nogent|1|rpv_manufacturer|UNVERIFIABLE||LOW|construction began 1981-82, pre-bankruptcy - Creusot-Loire plausible but unconfirmed
Nogent|2|constructor|CONFIRMED||HIGH|fr.wikipedia Nogent
Nogent|2|architect_engineer|UNVERIFIABLE||LOW|not stated
Nogent|2|turbine_supplier|CONFIRMED||MED|fr.wikipedia Nogent - same caveat as unit 1
Nogent|2|rpv_manufacturer|UNVERIFIABLE||LOW|same as unit 1
Paluel|1|constructor|CONFIRMED||HIGH|fr.wikipedia Paluel: "construits par Framatome de 1977 a 1986"
Paluel|1|architect_engineer|UNVERIFIABLE||LOW|not stated in source
Paluel|1|turbine_supplier|UNVERIFIABLE||LOW|not stated in source (Alstom plausible by fleet convention but unconfirmed)
Paluel|1|rpv_manufacturer|UNVERIFIABLE||LOW|not stated; construction spans 1977-1986, straddling 1984 bankruptcy - could differ by unit, no data found
Paluel|2|constructor|CONFIRMED||HIGH|fr.wikipedia Paluel
Paluel|2|architect_engineer|UNVERIFIABLE||LOW|not stated
Paluel|2|turbine_supplier|UNVERIFIABLE||LOW|not stated
Paluel|2|rpv_manufacturer|UNVERIFIABLE||LOW|same as unit 1
Paluel|3|constructor|CONFIRMED||HIGH|fr.wikipedia Paluel
Paluel|3|architect_engineer|UNVERIFIABLE||LOW|not stated
Paluel|3|turbine_supplier|UNVERIFIABLE||LOW|not stated
Paluel|3|rpv_manufacturer|UNVERIFIABLE||LOW|construction later in the 1977-1986 span, closer to/after the 1984 transition - unconfirmed either way
Paluel|4|constructor|CONFIRMED||HIGH|fr.wikipedia Paluel
Paluel|4|architect_engineer|UNVERIFIABLE||LOW|not stated
Paluel|4|turbine_supplier|UNVERIFIABLE||LOW|not stated
Paluel|4|rpv_manufacturer|UNVERIFIABLE||LOW|same as unit 3
Penly|1|constructor|CONFIRMED||HIGH|fr.wikipedia Penly: Framatome supplied "la chaudiere nucleaire"
Penly|1|architect_engineer|UNVERIFIABLE||LOW|not stated
Penly|1|turbine_supplier|CONFIRMED||HIGH|fr.wikipedia Penly: "Alsthom (now Alstom) provided l'ilot conventionnel"
Penly|1|rpv_manufacturer|UNVERIFIABLE||LOW|no Creusot-Loire mention found; grid connection 1990 (well after 1984 bankruptcy) makes Framatome/Creusot Forge more plausible than Creusot-Loire, but unconfirmed
Penly|2|constructor|CONFIRMED||HIGH|fr.wikipedia Penly
Penly|2|architect_engineer|UNVERIFIABLE||LOW|not stated
Penly|2|turbine_supplier|CONFIRMED||HIGH|fr.wikipedia Penly
