plant|unit|field|verdict|corrected_value|confidence|source
Jinqimen|1|constructor|UNVERIFIABLE||LOW|Group A sub-agent produced no output (unresponsive/dead) — not researched this pass
Jinqimen|1|architect_engineer|UNVERIFIABLE||LOW|Group A sub-agent produced no output
Jinqimen|1|turbine_supplier|UNVERIFIABLE||LOW|Group A sub-agent produced no output
Jinqimen|1|rpv_manufacturer|UNVERIFIABLE||LOW|Group A sub-agent produced no output
Lianjiang|1|constructor|UNVERIFIABLE||LOW|Group A sub-agent produced no output
Lianjiang|1|architect_engineer|UNVERIFIABLE||LOW|Group A sub-agent produced no output
Lianjiang|1|turbine_supplier|UNVERIFIABLE||LOW|Group A sub-agent produced no output
Lianjiang|1|rpv_manufacturer|UNVERIFIABLE||LOW|Group A sub-agent produced no output
Lianjiang|2|constructor|UNVERIFIABLE||LOW|Group A sub-agent produced no output
Lianjiang|2|architect_engineer|UNVERIFIABLE||LOW|Group A sub-agent produced no output
Lianjiang|2|turbine_supplier|UNVERIFIABLE||LOW|Group A sub-agent produced no output
Lianjiang|2|rpv_manufacturer|UNVERIFIABLE||LOW|Group A sub-agent produced no output
Linglong|1|constructor|UNVERIFIABLE||LOW|Group A sub-agent produced no output
Linglong|1|architect_engineer|UNVERIFIABLE||LOW|Group A sub-agent produced no output
Linglong|1|turbine_supplier|UNVERIFIABLE||LOW|Group A sub-agent produced no output
Linglong|1|rpv_manufacturer|UNVERIFIABLE||LOW|Group A sub-agent produced no output
Sanao|1|constructor|UNVERIFIABLE||LOW|Group A sub-agent produced no output
Sanao|1|architect_engineer|UNVERIFIABLE||LOW|Group A sub-agent produced no output
Sanao|1|turbine_supplier|UNVERIFIABLE||LOW|Group A sub-agent produced no output
Sanao|1|rpv_manufacturer|UNVERIFIABLE||LOW|Group A sub-agent produced no output
Sanao|2|constructor|UNVERIFIABLE||LOW|Group A sub-agent produced no output
Sanao|2|architect_engineer|UNVERIFIABLE||LOW|Group A sub-agent produced no output
Sanao|2|turbine_supplier|UNVERIFIABLE||LOW|Group A sub-agent produced no output
Sanao|2|rpv_manufacturer|UNVERIFIABLE||LOW|Group A sub-agent produced no output
Sanao|3|constructor|UNVERIFIABLE||LOW|Group A sub-agent produced no output
Sanao|3|architect_engineer|UNVERIFIABLE||LOW|Group A sub-agent produced no output
Sanao|3|turbine_supplier|UNVERIFIABLE||LOW|Group A sub-agent produced no output
Sanao|3|rpv_manufacturer|UNVERIFIABLE||LOW|Group A sub-agent produced no output
Ling Ao|1|constructor|WRONG|LANPC (Lingao Nuclear Power Co., project company)|LOW|power-technology.com/projects/lingao/
Ling Ao|1|architect_engineer|WRONG|Tractebel Engineering (Belgium); EDF listed only as consultant|LOW|power-technology.com/projects/lingao/
Ling Ao|1|turbine_supplier|CONFIRMED||MED|power-technology.com/projects/lingao/; world-nuclear.org China country profile (GEC-Alstom turbines at Daya Bay/Ling Ao)
Ling Ao|1|rpv_manufacturer|UNVERIFIABLE||LOW|power-technology.com names Framatome as overall NSSS/reactor supplier but does not isolate RPV fabrication entity
Ling Ao|2|constructor|WRONG|LANPC (Lingao Nuclear Power Co.)|LOW|power-technology.com/projects/lingao/
Ling Ao|2|architect_engineer|WRONG|Tractebel Engineering (Belgium); EDF as consultant only|LOW|power-technology.com/projects/lingao/
Ling Ao|2|turbine_supplier|CONFIRMED||MED|power-technology.com/projects/lingao/; world-nuclear.org
Ling Ao|2|rpv_manufacturer|UNVERIFIABLE||LOW|same ambiguity as Unit 1
Ling Ao|3|constructor|WRONG|LANPC (CGN project company)|LOW|power-technology.com/projects/lingao/
