plant|unit|field|verdict|corrected_value|confidence|source
Fugen ATR|1|constructor|UNVERIFIABLE||LOW|en.wikipedia.org/wiki/Fugen_Nuclear_Power_Plant (no manufacturer named)
Fugen ATR|1|architect_engineer|UNVERIFIABLE||LOW|no source found
Fugen ATR|1|turbine_supplier|UNVERIFIABLE||LOW|no source found
Fugen ATR|1|rpv_manufacturer|UNVERIFIABLE||LOW|no source found
Fukushima-Daiichi|1|constructor|UNVERIFIABLE||LOW|research agent did not return results in time; not independently checked
Fukushima-Daiichi|1|architect_engineer|UNVERIFIABLE||LOW|research agent did not return results in time; not independently checked
Fukushima-Daiichi|1|turbine_supplier|UNVERIFIABLE||LOW|research agent did not return results in time; not independently checked
Fukushima-Daiichi|1|rpv_manufacturer|UNVERIFIABLE||LOW|research agent did not return results in time; not independently checked
Fukushima-Daiichi|2|constructor|UNVERIFIABLE||LOW|research agent did not return results in time; not independently checked
Fukushima-Daiichi|2|architect_engineer|UNVERIFIABLE||LOW|research agent did not return results in time; not independently checked
Fukushima-Daiichi|2|turbine_supplier|UNVERIFIABLE||LOW|research agent did not return results in time; not independently checked
Fukushima-Daiichi|2|rpv_manufacturer|UNVERIFIABLE||LOW|research agent did not return results in time; not independently checked
Fukushima-Daiichi|3|constructor|UNVERIFIABLE||LOW|research agent did not return results in time; not independently checked
Fukushima-Daiichi|3|architect_engineer|UNVERIFIABLE||LOW|research agent did not return results in time; not independently checked
Fukushima-Daiichi|3|turbine_supplier|UNVERIFIABLE||LOW|research agent did not return results in time; not independently checked
Fukushima-Daiichi|3|rpv_manufacturer|UNVERIFIABLE||LOW|research agent did not return results in time; not independently checked
Fukushima-Daiichi|4|constructor|UNVERIFIABLE||LOW|research agent did not return results in time; not independently checked
Fukushima-Daiichi|4|architect_engineer|UNVERIFIABLE||LOW|research agent did not return results in time; not independently checked
Fukushima-Daiichi|4|turbine_supplier|UNVERIFIABLE||LOW|research agent did not return results in time; not independently checked
Fukushima-Daiichi|4|rpv_manufacturer|UNVERIFIABLE||LOW|research agent did not return results in time; not independently checked
Fukushima-Daiichi|5|constructor|UNVERIFIABLE||LOW|research agent did not return results in time; not independently checked
Fukushima-Daiichi|5|architect_engineer|UNVERIFIABLE||LOW|research agent did not return results in time; not independently checked
Fukushima-Daiichi|5|turbine_supplier|UNVERIFIABLE||LOW|research agent did not return results in time; not independently checked
Fukushima-Daiichi|5|rpv_manufacturer|UNVERIFIABLE||LOW|research agent did not return results in time; not independently checked
Fukushima-Daiichi|6|constructor|UNVERIFIABLE||LOW|research agent did not return results in time; not independently checked
Fukushima-Daiichi|6|architect_engineer|UNVERIFIABLE||LOW|research agent did not return results in time; not independently checked
Fukushima-Daiichi|6|turbine_supplier|UNVERIFIABLE||LOW|research agent did not return results in time; not independently checked
Fukushima-Daiichi|6|rpv_manufacturer|UNVERIFIABLE||LOW|research agent did not return results in time; not independently checked
Fukushima-Daini|1|constructor|CONFIRMED||HIGH|en.wikipedia.org/wiki/Fukushima_Daini_Nuclear_Power_Plant (unit table: Reactor supplier=Toshiba)
Fukushima-Daini|1|architect_engineer|CONFIRMED||HIGH|en.wikipedia.org/wiki/Fukushima_Daini_Nuclear_Power_Plant (unit table: Architecture=Toshiba)
Fukushima-Daini|1|turbine_supplier|UNVERIFIABLE||LOW|no source states turbine vendor
Fukushima-Daini|1|rpv_manufacturer|UNVERIFIABLE||LOW|no source states RPV vendor
Fukushima-Daini|2|constructor|CONFIRMED||HIGH|en.wikipedia.org/wiki/Fukushima_Daini_Nuclear_Power_Plant (unit table: Reactor supplier=Hitachi)
Fukushima-Daini|2|architect_engineer|CONFIRMED||HIGH|en.wikipedia.org/wiki/Fukushima_Daini_Nuclear_Power_Plant (unit table: Architecture=Hitachi)
Fukushima-Daini|2|turbine_supplier|UNVERIFIABLE||LOW|no source states turbine vendor
Fukushima-Daini|2|rpv_manufacturer|UNVERIFIABLE||LOW|no source states RPV vendor
