plant|unit|field|verdict|corrected_value|confidence|source
Hinkley Point A|1|constructor|CONFIRMED||MED|en.wikipedia.org/wiki/Hinkley_Point_A_nuclear_power_station (consortium "backed by English Electric, Babcock & Wilcox and Taylor Woodrow"; English Electric named lead partner, not sole constructor)
Hinkley Point A|1|architect_engineer|CONFIRMED||MED|en.wikipedia.org/wiki/Hinkley_Point_A_nuclear_power_station (no separate AE named; same EE-led consortium)
Hinkley Point A|1|turbine_supplier|WRONG|English Electric|HIGH|en.wikipedia.org/wiki/Hinkley_Point_A_nuclear_power_station ("reactors and the turbines were supplied by English Electric")
Hinkley Point A|1|rpv_manufacturer|WRONG|Steel vessel (fabricator unspecified) — not "None"|MED|en.wikipedia.org/wiki/Hinkley_Point_A_nuclear_power_station ("welded steel pressure vessel")
Hinkley Point A|2|constructor|CONFIRMED||MED|en.wikipedia.org/wiki/Hinkley_Point_A_nuclear_power_station
Hinkley Point A|2|architect_engineer|CONFIRMED||MED|en.wikipedia.org/wiki/Hinkley_Point_A_nuclear_power_station
Hinkley Point A|2|turbine_supplier|WRONG|English Electric|HIGH|en.wikipedia.org/wiki/Hinkley_Point_A_nuclear_power_station
Hinkley Point A|2|rpv_manufacturer|WRONG|Steel vessel (fabricator unspecified) — not "None"|MED|en.wikipedia.org/wiki/Hinkley_Point_A_nuclear_power_station
Hinkley Point B|1|constructor|CONFIRMED||HIGH|en.wikipedia.org/wiki/Hinkley_Point_B_nuclear_power_station ("The Nuclear Power Group (TNPG)" undertook construction from 1967)
Hinkley Point B|1|architect_engineer|CONFIRMED||HIGH|en.wikipedia.org/wiki/Hinkley_Point_B_nuclear_power_station (TNPG overall project)
Hinkley Point B|1|turbine_supplier|CONFIRMED||HIGH|en.wikipedia.org/wiki/Hinkley_Point_B_nuclear_power_station ("GEC supplied the turbines")
Hinkley Point B|1|rpv_manufacturer|CONFIRMED||MED|en.wikipedia.org/wiki/Hinkley_Point_B_nuclear_power_station (concrete pressure vessel, not steel; note Whessoe supplied internal steel reactor vessel components, not a manufactured steel RPV)
Hinkley Point B|2|constructor|CONFIRMED||HIGH|en.wikipedia.org/wiki/Hinkley_Point_B_nuclear_power_station
Hinkley Point B|2|architect_engineer|CONFIRMED||HIGH|en.wikipedia.org/wiki/Hinkley_Point_B_nuclear_power_station
Hinkley Point B|2|turbine_supplier|CONFIRMED||HIGH|en.wikipedia.org/wiki/Hinkley_Point_B_nuclear_power_station
Hinkley Point B|2|rpv_manufacturer|CONFIRMED||MED|en.wikipedia.org/wiki/Hinkley_Point_B_nuclear_power_station
Hinkley Point C|1|constructor|WRONG|NNB Generation Company (EDF Group / CGN joint-venture project company)|HIGH|en.wikipedia.org/wiki/Hinkley_Point_C_nuclear_power_station ("NNB Generation Company" is the operating/building subsidiary; "EDF Energy" is the separate existing-fleet operator)
Hinkley Point C|1|architect_engineer|WRONG|NNB Generation Company|MED|en.wikipedia.org/wiki/Hinkley_Point_C_nuclear_power_station (no single AE firm publicly named beyond the project company)
Hinkley Point C|1|turbine_supplier|WRONG|GE Steam Power (Arabelle turbine; formerly Alstom)|MED|edfenergy.com/energy/nuclear-new-build-projects/hinkley-point-c (lists "Alstom, GE Steam Power (Arabelle turbine)" — Alstom's nuclear turbine business was acquired by GE in 2015)
Hinkley Point C|1|rpv_manufacturer|WRONG|Framatome|HIGH|en.wikipedia.org/wiki/Hinkley_Point_C_nuclear_power_station + edfenergy.com ("pressure vessel was built in France ... by Framatome"); not Mitsubishi Heavy Industries
Hinkley Point C|2|constructor|WRONG|NNB Generation Company (EDF Group / CGN joint-venture project company)|HIGH|en.wikipedia.org/wiki/Hinkley_Point_C_nuclear_power_station
Hinkley Point C|2|architect_engineer|WRONG|NNB Generation Company|MED|en.wikipedia.org/wiki/Hinkley_Point_C_nuclear_power_station
Hinkley Point C|2|turbine_supplier|WRONG|GE Steam Power (Arabelle turbine; formerly Alstom)|MED|edfenergy.com/energy/nuclear-new-build-projects/hinkley-point-c
Hinkley Point C|2|rpv_manufacturer|WRONG|Framatome|HIGH|en.wikipedia.org/wiki/Hinkley_Point_C_nuclear_power_station + edfenergy.com
Hunterston A|1|constructor|WRONG|GEC and Simon Carves (construction consortium)|MED|en.wikipedia.org/wiki/Hunterston_A_nuclear_power_station ("undertaken by a consortium of GEC and Simon Carves"; civil contractor Mowlem)
Hunterston A|1|architect_engineer|WRONG|GEC and Simon Carves (consortium)|MED|en.wikipedia.org/wiki/Hunterston_A_nuclear_power_station
Hunterston A|1|turbine_supplier|WRONG|C.A. Parsons & Company|HIGH|en.wikipedia.org/wiki/Hunterston_A_nuclear_power_station ("turbines by C.A. Parsons & Company")
Hunterston A|1|rpv_manufacturer|WRONG|Steel vessel (fabricator unspecified) — not "None"|MED|en.wikipedia.org/wiki/Hunterston_A_nuclear_power_station (reactors "enclosed in a steel pressure vessel")
Hunterston A|2|constructor|WRONG|GEC and Simon Carves (construction consortium)|MED|en.wikipedia.org/wiki/Hunterston_A_nuclear_power_station
Hunterston A|2|architect_engineer|WRONG|GEC and Simon Carves (consortium)|MED|en.wikipedia.org/wiki/Hunterston_A_nuclear_power_station
Hunterston A|2|turbine_supplier|WRONG|C.A. Parsons & Company|HIGH|en.wikipedia.org/wiki/Hunterston_A_nuclear_power_station
Hunterston A|2|rpv_manufacturer|WRONG|Steel vessel (fabricator unspecified) — not "None"|MED|en.wikipedia.org/wiki/Hunterston_A_nuclear_power_station
Hunterston B|1|constructor|CONFIRMED||HIGH|en.wikipedia.org/wiki/Hunterston_B_nuclear_power_station ("The Nuclear Power Group (TNPG)")
Hunterston B|1|architect_engineer|CONFIRMED||HIGH|en.wikipedia.org/wiki/Hunterston_B_nuclear_power_station
Hunterston B|1|turbine_supplier|WRONG|C. A. Parsons & Co|HIGH|en.wikipedia.org/wiki/Hunterston_B_nuclear_power_station ("turbines by C. A. Parsons & Co")
Hunterston B|1|rpv_manufacturer|UNVERIFIABLE||n/a|en.wikipedia.org/wiki/Hunterston_B_nuclear_power_station (article silent on vessel; AGR PCPV design is plausible but not station-confirmed — do not bless the guess)
Hunterston B|2|constructor|CONFIRMED||HIGH|en.wikipedia.org/wiki/Hunterston_B_nuclear_power_station
Hunterston B|2|architect_engineer|CONFIRMED||HIGH|en.wikipedia.org/wiki/Hunterston_B_nuclear_power_station
Hunterston B|2|turbine_supplier|WRONG|C. A. Parsons & Co|HIGH|en.wikipedia.org/wiki/Hunterston_B_nuclear_power_station
Hunterston B|2|rpv_manufacturer|UNVERIFIABLE||n/a|en.wikipedia.org/wiki/Hunterston_B_nuclear_power_station
Oldbury|1|constructor|CONFIRMED||HIGH|en.wikipedia.org/wiki/Oldbury_Nuclear_Power_Station ("undertaken by a consortium known as The Nuclear Power Group")
Oldbury|1|architect_engineer|CONFIRMED||HIGH|en.wikipedia.org/wiki/Oldbury_Nuclear_Power_Station
Oldbury|1|turbine_supplier|WRONG|AEI and C. A. Parsons & Co|HIGH|en.wikipedia.org/wiki/Oldbury_Nuclear_Power_Station
Oldbury|1|rpv_manufacturer|CONFIRMED||HIGH|en.wikipedia.org/wiki/Oldbury_Nuclear_Power_Station ("first nuclear power station in the UK to use prestressed concrete pressure vessels" — no steel RPV)
Oldbury|2|constructor|CONFIRMED||HIGH|en.wikipedia.org/wiki/Oldbury_Nuclear_Power_Station
Oldbury|2|architect_engineer|CONFIRMED||HIGH|en.wikipedia.org/wiki/Oldbury_Nuclear_Power_Station
Oldbury|2|turbine_supplier|WRONG|AEI and C. A. Parsons & Co|HIGH|en.wikipedia.org/wiki/Oldbury_Nuclear_Power_Station
Oldbury|2|rpv_manufacturer|CONFIRMED||HIGH|en.wikipedia.org/wiki/Oldbury_Nuclear_Power_Station
Sizewell A|1|constructor|CONFIRMED||HIGH|en.wikipedia.org/wiki/Sizewell_A_nuclear_power_station ("British Nuclear Design and Construction Ltd (BNDC), a consortium of English Electric, Babcock & Wilcox and Taylor Woodrow Construction")
Sizewell A|1|architect_engineer|CONFIRMED||HIGH|en.wikipedia.org/wiki/Sizewell_A_nuclear_power_station
Sizewell A|1|turbine_supplier|WRONG|English Electric|HIGH|en.wikipedia.org/wiki/Sizewell_A_nuclear_power_station ("reactors and turbines were both supplied by English Electric")
Sizewell A|1|rpv_manufacturer|UNVERIFIABLE||n/a|en.wikipedia.org/wiki/Sizewell_A_nuclear_power_station (article does not describe vessel construction/material)
Sizewell A|2|constructor|CONFIRMED||HIGH|en.wikipedia.org/wiki/Sizewell_A_nuclear_power_station
Sizewell A|2|architect_engineer|CONFIRMED||HIGH|en.wikipedia.org/wiki/Sizewell_A_nuclear_power_station
Sizewell A|2|turbine_supplier|WRONG|English Electric|HIGH|en.wikipedia.org/wiki/Sizewell_A_nuclear_power_station
Sizewell A|2|rpv_manufacturer|UNVERIFIABLE||n/a|en.wikipedia.org/wiki/Sizewell_A_nuclear_power_station
Sizewell B|1|constructor|WRONG|No single named constructor — distributed model: John Laing (civil works), NNC + Bechtel (containment design); Nuclear Electric was project owner, not constructor|MED|en.wikipedia.org/wiki/Sizewell_B_nuclear_power_station
