plant|unit|field|verdict|corrected_value|confidence|source
Almaraz|1|constructor|UNVERIFIABLE||LOW|No source names a distinct EPC/general contractor beyond Westinghouse as NSSS vendor (Wikipedia: Almaraz NPP)
Almaraz|1|architect_engineer|WRONG|Empresarios Agrupados or INITEC (exact firm unconfirmed)|LOW|WNA Spain country profile: Spain's "second generation" reactors (started early 1970s, Almaraz's cohort) "involved local engineering companies Empresarios Agrupados and INITEC"
Almaraz|1|turbine_supplier|UNVERIFIABLE||LOW|No source found naming turbine supplier specifically
Almaraz|1|rpv_manufacturer|UNVERIFIABLE||LOW|ENSA founded 1973, first vessel delivered 1981 (Valdecaballeros) — rules out ENSA for Almaraz's ~1977-79 vessel need, but does not independently confirm Westinghouse
Almaraz|2|constructor|UNVERIFIABLE||LOW|Same as Unit 1
Almaraz|2|architect_engineer|WRONG|Empresarios Agrupados or INITEC (exact firm unconfirmed)|LOW|Same WNA basis as Unit 1
Almaraz|2|turbine_supplier|UNVERIFIABLE||LOW|Same as Unit 1
Almaraz|2|rpv_manufacturer|UNVERIFIABLE||LOW|Same as Unit 1
Asco|1|constructor|UNVERIFIABLE||LOW|Wikipedia: Ascó NPP confirms only PWR type/capacity, no supplier/contractor detail
Asco|1|architect_engineer|WRONG|Empresarios Agrupados or INITEC (exact firm unconfirmed)|LOW|Asco construction began 1971, fits WNA's second-generation Empresarios Agrupados/INITEC cohort
Asco|1|turbine_supplier|UNVERIFIABLE||LOW|No source found
Asco|1|rpv_manufacturer|UNVERIFIABLE||LOW|ENSA timeline (first vessel 1981) rules out ENSA for a unit commissioned 1984 needing vessel years earlier; does not confirm Westinghouse
Asco|2|constructor|UNVERIFIABLE||LOW|Same as Unit 1
Asco|2|architect_engineer|WRONG|Empresarios Agrupados or INITEC (exact firm unconfirmed)|LOW|Same WNA basis as Unit 1
Asco|2|turbine_supplier|UNVERIFIABLE||LOW|Same as Unit 1
Asco|2|rpv_manufacturer|UNVERIFIABLE||LOW|Same as Unit 1
Cofrentes|1|constructor|CONFIRMED||HIGH|Wikipedia EN+ES: "contracts were drawn up with General Electric Co. to supply the reactor, turbogenerator...and first load of fuel"
Cofrentes|1|architect_engineer|WRONG|Empresarios Agrupados or INITEC (exact firm unconfirmed)|LOW|Cofrentes (authorized Sept 1973) fits WNA's second-generation Empresarios Agrupados/INITEC cohort
Cofrentes|1|turbine_supplier|CONFIRMED||HIGH|Same explicit GE "turbogenerator" contract language, Wikipedia EN+ES
Cofrentes|1|rpv_manufacturer|CONFIRMED||LOW|RDM's own Wikipedia page states it built vessels for "Spain (2)" reactors, circumstantially matching Spain's only two GE BWRs (Cofrentes + Santa María de Garoña); no source names Cofrentes explicitly
Jose Cabrera|1|constructor|WRONG|Zachry Construction Corporation|MED|Wikipedia: José Cabrera Nuclear Power Station — "Zachry Construction Corporation built the plant for Westinghouse Electric Company" (single source, not cross-verified)
Jose Cabrera|1|architect_engineer|UNVERIFIABLE||LOW|Plant was a "turnkey project" per WNA, implying vendor-as-own-AE, but not explicitly stated
Jose Cabrera|1|turbine_supplier|UNVERIFIABLE||LOW|No source found
Jose Cabrera|1|rpv_manufacturer|UNVERIFIABLE||LOW|No source found
Santa María de Garoña|1|constructor|UNVERIFIABLE||LOW|Wikipedia ES confirms GE supplied the BWR-3 design but names no overall plant constructor/EPC
Santa María de Garoña|1|architect_engineer|UNVERIFIABLE||LOW|First-generation turnkey project per WNA; no plant-specific AE source found
Santa María de Garoña|1|turbine_supplier|UNVERIFIABLE||LOW|GE confirmed only for reactor design, not explicitly for turbine
Santa María de Garoña|1|rpv_manufacturer|CONFIRMED||LOW|Same RDM "Spain (2)" inference as Cofrentes; plant built 1966-1970, predating ENSA (1973), requiring a foreign vessel supplier
Trillo|1|constructor|CONFIRMED||MED|Wikipedia ES: "Su diseño es de la firma alemana Siemens AG-KWU"; general-contractor role not separately confirmed
Trillo|1|architect_engineer|CONFIRMED||MED|Same Siemens AG-KWU source as above
Trillo|1|turbine_supplier|UNVERIFIABLE||LOW|Not explicitly mentioned in sources found
Trillo|1|rpv_manufacturer|WRONG|ENSA|MED|Wikipedia ES: Trillo components "fueron fabricados por Ensa"; timeline fits (built 1979-1988, within ENSA's active window); RDM not mentioned in any Trillo sourcing
Vandellos|1|constructor|UNVERIFIABLE||LOW|Wikipedia ES confirms HIFRENSA consortium ownership (EDF/FECSA/ENHER/HECSA/Fuerzas del Segre) but names no constructor company
Vandellos|1|architect_engineer|UNVERIFIABLE||LOW|No source found naming CEA specifically for this plant
Vandellos|1|turbine_supplier|UNVERIFIABLE||LOW|No source found naming Alsthom specifically for this plant
Vandellos|1|rpv_manufacturer|UNVERIFIABLE||LOW|No source found naming Creusot-Loire specifically for this plant
Vandellos|2|constructor|WRONG|Copisa|MED|Wikipedia ES: "Comenzada a construir en 1981 por la constructora Copisa" — Westinghouse remains correct as reactor/NSSS vendor, but Copisa was the physical constructor
Vandellos|2|architect_engineer|UNVERIFIABLE||LOW|No plant-specific AE source found
Vandellos|2|turbine_supplier|UNVERIFIABLE||LOW|No source found
Vandellos|2|rpv_manufacturer|UNVERIFIABLE||LOW|Current value (ENSA) is timeline-consistent (built 1981-1988) but no source explicitly names Vandellos 2's vessel supplier
Caorso|1|constructor|CONFIRMED|Ansaldo Meccanico Nucleare / GE Technical Services Co. (GETSCO)|MED|Wikipedia: Caorso Nuclear Power Plant; WNA Italy profile calls it a "GE/Ansaldo partnership"
Caorso|1|architect_engineer|UNVERIFIABLE||LOW|No source separates an AE role from the constructor role; Ansaldo plausibly served both
Caorso|1|turbine_supplier|UNVERIFIABLE||LOW|No source names turbine vendor distinctly
Caorso|1|rpv_manufacturer|UNVERIFIABLE||LOW|GE supplied the BWR-4/Mark II design; whether the physical vessel was GE- or Ansaldo-fabricated under license is not sourced
Enrico Fermi|1|constructor|CONFIRMED|Westinghouse (NSSS vendor); actual Italian building entity was SEI S.p.A. (Società Elettronucleare Italiana)|MED|Italian Wikipedia: Centrale nucleare Enrico Fermi (Trino Vercellese); note the plant is a single site, not a naming duplicate of "Trino"
Enrico Fermi|1|architect_engineer|UNVERIFIABLE||LOW|No source names a distinct AE firm
Enrico Fermi|1|turbine_supplier|UNVERIFIABLE||LOW|No source names turbine manufacturer
Enrico Fermi|1|rpv_manufacturer|CONFIRMED|Westinghouse Electric Company|MED|Italian Wikipedia: Centrale nucleare Enrico Fermi — "Westinghouse Electric Company provided the PWR reactor design and components"
Garigliano|1|constructor|CONFIRMED|General Electric (NSSS vendor); actual Italian legal entity was SENN S.p.A. (Società Elettronucleare Nazionale, IRI-Finelettrica group)|MED|Italian Wikipedia: Centrale nucleare del Garigliano
Garigliano|1|architect_engineer|UNVERIFIABLE||LOW|"GE" not directly sourced as AE role; Italian Wikipedia credits Riccardo Morandi as civil/structural designer, a different role
