plant|unit|field|verdict|corrected_value|confidence|source
Kaiga|1|constructor|CONFIRMED||HIGH|Wikipedia: Kaiga Atomic Power Station
Kaiga|1|architect_engineer|CONFIRMED||MED|Wikipedia: Kaiga Atomic Power Station
Kaiga|1|turbine_supplier|UNVERIFIABLE||LOW|no per-unit source found naming turbine supplier
Kaiga|1|rpv_manufacturer|UNVERIFIABLE||LOW|no per-unit source found naming calandria fabricator
Kaiga|2|constructor|CONFIRMED||HIGH|Wikipedia: Kaiga Atomic Power Station
Kaiga|2|architect_engineer|CONFIRMED||MED|Wikipedia: Kaiga Atomic Power Station
Kaiga|2|turbine_supplier|UNVERIFIABLE||LOW|no per-unit source found naming turbine supplier
Kaiga|2|rpv_manufacturer|UNVERIFIABLE||LOW|no per-unit source found naming calandria fabricator
Kaiga|3|constructor|CONFIRMED||HIGH|Wikipedia: Kaiga Atomic Power Station
Kaiga|3|architect_engineer|CONFIRMED||MED|Wikipedia: Kaiga Atomic Power Station
Kaiga|3|turbine_supplier|UNVERIFIABLE||LOW|no per-unit source found naming turbine supplier
Kaiga|3|rpv_manufacturer|UNVERIFIABLE||LOW|no per-unit source found naming calandria fabricator
Kaiga|4|constructor|CONFIRMED||HIGH|Wikipedia: Kaiga Atomic Power Station
Kaiga|4|architect_engineer|CONFIRMED||MED|Wikipedia: Kaiga Atomic Power Station
Kaiga|4|turbine_supplier|UNVERIFIABLE||LOW|no per-unit source found naming turbine supplier
Kaiga|4|rpv_manufacturer|UNVERIFIABLE||LOW|no per-unit source found naming calandria fabricator
Kaiga|5|constructor|CONFIRMED||MED|pattern from Kaiga 1-4 (not individually re-checked); Wikipedia: Kaiga Atomic Power Station
Kaiga|5|architect_engineer|CONFIRMED||MED|pattern from Kaiga 1-4 (not individually re-checked)
Kaiga|5|turbine_supplier|UNVERIFIABLE||LOW|no source found
Kaiga|5|rpv_manufacturer|UNVERIFIABLE||LOW|no source found
Kaiga|6|constructor|CONFIRMED||MED|pattern from Kaiga 1-4 (not individually re-checked); Wikipedia: Kaiga Atomic Power Station
Kaiga|6|architect_engineer|CONFIRMED||MED|pattern from Kaiga 1-4 (not individually re-checked)
Kaiga|6|turbine_supplier|UNVERIFIABLE||LOW|no source found
Kaiga|6|rpv_manufacturer|UNVERIFIABLE||LOW|no source found
Kakrapar|1|constructor|CONFIRMED||HIGH|Wikipedia: Kakrapar Atomic Power Station
Kakrapar|1|architect_engineer|CONFIRMED||MED|Wikipedia: Kakrapar Atomic Power Station
Kakrapar|1|turbine_supplier|UNVERIFIABLE||LOW|no per-unit source found
Kakrapar|1|rpv_manufacturer|UNVERIFIABLE||LOW|no per-unit source found
Kakrapar|2|constructor|CONFIRMED||HIGH|Wikipedia: Kakrapar Atomic Power Station
Kakrapar|2|architect_engineer|CONFIRMED||MED|Wikipedia: Kakrapar Atomic Power Station
Kakrapar|2|turbine_supplier|UNVERIFIABLE||LOW|no per-unit source found
Kakrapar|2|rpv_manufacturer|UNVERIFIABLE||LOW|no per-unit source found
Kakrapar|3|constructor|UNVERIFIABLE||LOW|Wikipedia gives no supplier detail beyond IPHWR-700 design; one summarized WNA source mentions HCC/L&T as civil contractors, muddying "NPCIL" as sole constructor
Kakrapar|3|architect_engineer|UNVERIFIABLE||LOW|same ambiguity as constructor
Kakrapar|3|turbine_supplier|UNVERIFIABLE||LOW|could NOT confirm or deny prior BHEL-Alstom consortium claim; only a vague unattributed "Alstom consortium involved with earlier units" summary found, not specific to Kakrapar 3 -- treat prior claim as unconfirmed, not corroborated
Kakrapar|3|rpv_manufacturer|UNVERIFIABLE||LOW|no source found naming calandria fabricator
Kakrapar|4|constructor|UNVERIFIABLE||LOW|same as Kakrapar 3, not separately sourced
Kakrapar|4|architect_engineer|UNVERIFIABLE||LOW|same as Kakrapar 3, not separately sourced
Kakrapar|4|turbine_supplier|UNVERIFIABLE||LOW|same as Kakrapar 3 -- BHEL-Alstom claim unconfirmed
Kakrapar|4|rpv_manufacturer|UNVERIFIABLE||LOW|same as Kakrapar 3, not separately sourced
Kudankulam|1|constructor|WRONG|NPCIL / Atomstroyexport (joint: Rosatom holds Engineering & Procurement contract; NPCIL responsible for construction/commissioning)|MED|Wikipedia: Kudankulam Nuclear Power Plant
Kudankulam|1|architect_engineer|CONFIRMED||MED|WNA-style summary naming Atomenergoproekt as designer (paraphrased, not direct quote)
Kudankulam|1|turbine_supplier|CONFIRMED|Power Machines (Silovye Mashiny) -- LMZ (Leningrad Metal Works) is a subsidiary of Power Machines, same entity under two names|MED|secondary summarized source naming "Silmash (St. Petersburg)"
Kudankulam|1|rpv_manufacturer|CONFIRMED||MED|Izhora Plants traditionally documented as VVER RPV supplier for units 1-2
Kudankulam|2|constructor|WRONG|NPCIL / Atomstroyexport (joint)|MED|Wikipedia: Kudankulam Nuclear Power Plant
Kudankulam|2|architect_engineer|CONFIRMED||MED|same as unit 1
Kudankulam|2|turbine_supplier|CONFIRMED|Power Machines (Silovye Mashiny) / LMZ|MED|same as unit 1
Kudankulam|2|rpv_manufacturer|CONFIRMED||MED|same as unit 1
Kudankulam|3|constructor|WRONG|NPCIL / Atomstroyexport (joint)|MED|Wikipedia: Kudankulam Nuclear Power Plant
Kudankulam|3|architect_engineer|CONFIRMED||MED|pattern from units 1-2
Kudankulam|3|turbine_supplier|CONFIRMED|Power Machines (Silovye Mashiny) / LMZ|MED|pattern from units 1-2
Kudankulam|3|rpv_manufacturer|UNVERIFIABLE||LOW|conflicting secondary source names Atommash (Volgodonsk branch) as RPV supplier for later units, vs Izhora for early units; both are Atomenergomash subsidiaries -- unresolved which supplied unit 3
Kudankulam|4|constructor|WRONG|NPCIL / Atomstroyexport (joint)|MED|Wikipedia: Kudankulam Nuclear Power Plant
Kudankulam|4|architect_engineer|CONFIRMED||MED|pattern from units 1-2
Kudankulam|4|turbine_supplier|CONFIRMED|Power Machines (Silovye Mashiny) / LMZ|MED|pattern from units 1-2
