plant|unit|field|verdict|corrected_value|confidence|source
Bailong|1|constructor|WRONG|SPIC (via subsidiary Guangxi Nuclear Power Co.)|MED|WNN-derived contract summary re Bailong (SPIC/Guangxi Nuclear Power Co.)
Bailong|1|architect_engineer|WRONG|SNERDI (Shanghai Nuclear Engineering Research & Design Institute, SPIC subsidiary)|MED|Same source as constructor
Bailong|1|turbine_supplier|UNVERIFIABLE||LOW|No source found naming Bailong's turbine supplier
Bailong|1|rpv_manufacturer|UNVERIFIABLE||LOW|No unit-specific source; CFHI plausible by analogy to other CAP1000 units only, not confirmed
CEFR|1|constructor|WRONG|Built with Russian assistance (OKBM Afrikantov, OKB Gidropress, NIKIET, Kurchatov Institute) at CIAE; not CNNC/CNPE|MED|Wikipedia: China Experimental Fast Reactor
CEFR|1|architect_engineer|WRONG|Russian design consortium (OKBM Afrikantov et al.) in collaboration with CIAE; not CNPE|MED|Wikipedia: China Experimental Fast Reactor
CEFR|1|turbine_supplier|UNVERIFIABLE||LOW|No source found
CEFR|1|rpv_manufacturer|CONFIRMED|None|MED|Pool-type sodium fast reactor has no conventional RPV
CFR|1|constructor|UNVERIFIABLE||LOW|CNNC confirmed as overall developer of CFR-600, but no specific EPC/civil-works contractor named
CFR|1|architect_engineer|UNVERIFIABLE||LOW|CNNC confirmed as designer broadly; CNPE specifically not named in any source found
CFR|1|turbine_supplier|UNVERIFIABLE||LOW|No source found
CFR|1|rpv_manufacturer|CONFIRMED|None|MED|Sodium-cooled pool-type fast reactor, no conventional RPV
CFR|2|constructor|UNVERIFIABLE||LOW|Same as Unit 1 (same project/site)
CFR|2|architect_engineer|UNVERIFIABLE||LOW|Same as Unit 1
CFR|2|turbine_supplier|UNVERIFIABLE||LOW|Same as Unit 1
CFR|2|rpv_manufacturer|CONFIRMED|None|MED|Same as Unit 1
Changjiang|1|constructor|UNVERIFIABLE||LOW|Wikipedia confirms CNNC + China Huaneng as owners but no EPC contractor named distinct from ownership
Changjiang|1|architect_engineer|UNVERIFIABLE||LOW|No source found
Changjiang|1|turbine_supplier|UNVERIFIABLE||LOW|No source found
Changjiang|1|rpv_manufacturer|UNVERIFIABLE||LOW|No source found
Changjiang|2|constructor|UNVERIFIABLE||LOW|Same as Unit 1
Changjiang|2|architect_engineer|UNVERIFIABLE||LOW|Same as Unit 1
Changjiang|2|turbine_supplier|UNVERIFIABLE||LOW|Same as Unit 1
Changjiang|2|rpv_manufacturer|UNVERIFIABLE||LOW|Same as Unit 1
Changjiang|3|constructor|UNVERIFIABLE||LOW|HPR1000 design confirmed CNNC/CGN co-developed generically; project-specific EPC not named
Changjiang|3|architect_engineer|UNVERIFIABLE||LOW|No source found
Changjiang|3|turbine_supplier|UNVERIFIABLE||LOW|No source found
Changjiang|3|rpv_manufacturer|UNVERIFIABLE||LOW|No source found
Changjiang|4|constructor|UNVERIFIABLE||LOW|Same as Unit 3
Changjiang|4|architect_engineer|UNVERIFIABLE||LOW|Same as Unit 3
Changjiang|4|turbine_supplier|UNVERIFIABLE||LOW|Same as Unit 3
Changjiang|4|rpv_manufacturer|UNVERIFIABLE||LOW|Same as Unit 3
Daya Bay|1|constructor|CONFIRMED|Framatome|HIGH|Wikipedia: Daya Bay Nuclear Power Plant; WNA China country profile
Daya Bay|1|architect_engineer|WRONG|EDF (Électricité de France); "CNPEC" appears anachronistic (CNPEC/CGN entities postdate Daya Bay's 1980s construction)|MED|WNA China country profile: "Architect Engineer: EDF managed the construction process"
Daya Bay|1|turbine_supplier|CONFIRMED|Alstom (GEC Alsthom, the entity's name at time of construction 1987-1994)|HIGH|WNA China country profile: "Turbine Generator Supplier: GEC-Alstom"
Daya Bay|1|rpv_manufacturer|UNVERIFIABLE||LOW|No Daya-Bay-specific RPV fabrication source found (Framatome as overall constructor is not the same claim as naming the RPV forge/entity)
Daya Bay|2|constructor|CONFIRMED|Framatome|HIGH|Same as Unit 1
Daya Bay|2|architect_engineer|WRONG|EDF; "CNPEC" anachronistic|MED|Same as Unit 1
Daya Bay|2|turbine_supplier|CONFIRMED|Alstom (GEC Alsthom)|HIGH|Same as Unit 1
Daya Bay|2|rpv_manufacturer|UNVERIFIABLE||LOW|Same as Unit 1
Fangchenggang|1|constructor|UNVERIFIABLE||MED|CGN confirmed as owner/developer via WNA China profile; distinct EPC contractor not named
Fangchenggang|1|architect_engineer|UNVERIFIABLE||LOW|No source found
Fangchenggang|1|turbine_supplier|UNVERIFIABLE||LOW|No source found
Fangchenggang|1|rpv_manufacturer|UNVERIFIABLE||LOW|No source found
Fangchenggang|2|constructor|UNVERIFIABLE||MED|Same as Unit 1
Fangchenggang|2|architect_engineer|UNVERIFIABLE||LOW|Same as Unit 1
Fangchenggang|2|turbine_supplier|UNVERIFIABLE||LOW|Same as Unit 1
Fangchenggang|2|rpv_manufacturer|UNVERIFIABLE||LOW|Same as Unit 1
Fangchenggang|3|constructor|UNVERIFIABLE||MED|CGN confirmed as owner (HPR1000 demonstration project, Bradwell B reference plant)
Fangchenggang|3|architect_engineer|UNVERIFIABLE||LOW|No source found
Fangchenggang|3|turbine_supplier|UNVERIFIABLE||LOW|No source found
Fangchenggang|3|rpv_manufacturer|UNVERIFIABLE||LOW|No source found
Fangchenggang|4|constructor|UNVERIFIABLE||MED|Same as Unit 3
Fangchenggang|4|architect_engineer|UNVERIFIABLE||LOW|Same as Unit 3
Fangchenggang|4|turbine_supplier|UNVERIFIABLE||LOW|Same as Unit 3
Fangchenggang|4|rpv_manufacturer|UNVERIFIABLE||LOW|Same as Unit 3
Fangjiashan|1|constructor|WRONG|China Nuclear Power Engineering Co. (CNPE), a CNNC subsidiary — Fangjiashan is CNNC-owned (72% stake), not CGN|MED|Wikipedia: Fangjiashan Nuclear Power Plant; WNA China country profile
Fangjiashan|1|architect_engineer|UNVERIFIABLE||LOW|"CNPEC" guess inconsistent with confirmed CNNC ownership; correct AE not independently named in sources found
Fangjiashan|1|turbine_supplier|CONFIRMED|Dongfang Electric|MED|Wikipedia: Fangjiashan Nuclear Power Plant
Fangjiashan|1|rpv_manufacturer|CONFIRMED|China First Heavy Industries|MED|Wikipedia: Fangjiashan Nuclear Power Plant
Fangjiashan|2|constructor|WRONG|China Nuclear Power Engineering Co. (CNPE), CNNC subsidiary|MED|Same as Unit 1
Fangjiashan|2|architect_engineer|UNVERIFIABLE||LOW|Same as Unit 1
