plant|unit|field|verdict|corrected_value|confidence|source
Chernobyl|1|constructor|WRONG|Kremenchuggesstroy (Ukrainian hydro-construction trust; Minsredmash ran design side, not civil construction)|MED|ru.wikipedia.org/wiki/Чернобыльская_АЭС
Chernobyl|1|architect_engineer|WRONG|Gidroproekt / Hydroproject Institute (general designer per USSR Ministry of Energy order, 30 Mar 1970); VNIPIET was reactor-section subcontractor only|MED|ru.wikipedia.org/wiki/Чернобыльская_АЭС; ru.wikipedia.org/wiki/ВНИПИЭТ
Chernobyl|1|turbine_supplier|WRONG|Kharkiv Turbine Plant (Turboatom) — K-500-65/3000 turbines|HIGH|en.wikipedia.org/wiki/Chernobyl_Nuclear_Power_Plant; en.wikipedia.org/wiki/RBMK
Chernobyl|1|rpv_manufacturer|CONFIRMED||HIGH|en.wikipedia.org/wiki/RBMK (pressure-tube design, no single RPV)
Chernobyl|2|constructor|WRONG|Kremenchuggesstroy|MED|ru.wikipedia.org/wiki/Чернобыльская_АЭС
Chernobyl|2|architect_engineer|WRONG|Gidroproekt / Hydroproject Institute|MED|ru.wikipedia.org/wiki/Чернобыльская_АЭС; ru.wikipedia.org/wiki/ВНИПИЭТ
Chernobyl|2|turbine_supplier|WRONG|Kharkiv Turbine Plant (Turboatom)|HIGH|en.wikipedia.org/wiki/Chernobyl_Nuclear_Power_Plant; en.wikipedia.org/wiki/RBMK
Chernobyl|2|rpv_manufacturer|CONFIRMED||HIGH|en.wikipedia.org/wiki/RBMK
Chernobyl|3|constructor|WRONG|Kremenchuggesstroy|MED|ru.wikipedia.org/wiki/Чернобыльская_АЭС
Chernobyl|3|architect_engineer|WRONG|Gidroproekt / Hydroproject Institute|MED|ru.wikipedia.org/wiki/Чернобыльская_АЭС; ru.wikipedia.org/wiki/ВНИПИЭТ
Chernobyl|3|turbine_supplier|WRONG|Kharkiv Turbine Plant (Turboatom)|HIGH|en.wikipedia.org/wiki/Chernobyl_Nuclear_Power_Plant; en.wikipedia.org/wiki/RBMK
Chernobyl|3|rpv_manufacturer|CONFIRMED||HIGH|en.wikipedia.org/wiki/RBMK
Chernobyl|4|constructor|WRONG|Kremenchuggesstroy|MED|ru.wikipedia.org/wiki/Чернобыльская_АЭС
Chernobyl|4|architect_engineer|WRONG|Gidroproekt / Hydroproject Institute|MED|ru.wikipedia.org/wiki/Чернобыльская_АЭС; ru.wikipedia.org/wiki/ВНИПИЭТ
Chernobyl|4|turbine_supplier|WRONG|Kharkiv Turbine Plant (Turboatom)|HIGH|en.wikipedia.org/wiki/Chernobyl_Nuclear_Power_Plant; en.wikipedia.org/wiki/RBMK
Chernobyl|4|rpv_manufacturer|CONFIRMED||HIGH|en.wikipedia.org/wiki/RBMK
Ignalina|1|constructor|UNVERIFIABLE||LOW|lt.wikipedia.org/wiki/Ignalinos_atominė_elektrinė; ru.wikipedia.org/wiki/Игналинская_АЭС — no single named general contractor found; candidate name "Игналинаэнергострой" checked and found unsupported
Ignalina|1|architect_engineer|UNVERIFIABLE||LOW|ru.wikipedia.org/wiki/РБМК; ru.wikipedia.org/wiki/ВНИПИЭТ — NIKIET (current guess) is confirmed to be the reactor designer, not architect-engineer/general designer, so current value is a role misattribution, but no source names the actual general designer for Ignalina specifically (VNIPIET confirmed only for Leningrad NPP)
