plant|unit|field|verdict|corrected_value|confidence|source
Kashiwazaki Kariwa|7|constructor|WRONG|Hitachi/Toshiba/GE (joint NSSS supplier)|MED|en.wikipedia.org/wiki/Kashiwazaki-Kariwa_Nuclear_Power_Plant infobox "Reactor/NSSS Supplier: Hitachi/Toshiba/GE"; ja.wikipedia.org/wiki/柏崎刈羽原子力発電所 describes Unit 7 as "3社合同設計" (3-company joint design)
Kashiwazaki Kariwa|7|architect_engineer|WRONG|Hitachi/Toshiba/GE (joint)|MED|same as constructor - no separate AE role found distinct from the joint NSSS consortium
Kashiwazaki Kariwa|7|turbine_supplier|UNVERIFIABLE||LOW|no source found breaking out turbine supplier separately from the joint NSSS group
Kashiwazaki Kariwa|7|rpv_manufacturer|UNVERIFIABLE||LOW|no source distinguishes RPV fabricator (JSW vs IHI) for this unit
Mihama|1|constructor|WRONG|Westinghouse Electric / Mitsubishi Atomic Power Industries|MED|ja.wikipedia.org/wiki/美浜発電所 lists "ウェスティングハウス・エレクトリック、三菱原子力工業" for Unit 1 - Westinghouse was the actual NSSS vendor, not MHI
Mihama|1|architect_engineer|WRONG|Westinghouse Electric / Mitsubishi Atomic Power Industries|MED|same source as constructor
Mihama|1|turbine_supplier|UNVERIFIABLE||LOW|no source found
Mihama|1|rpv_manufacturer|UNVERIFIABLE||LOW|JSW claim not confirmed; plausible the vessel was Westinghouse/US-fabricated given Unit 1 predates JSW's large-forging scale-up, but no source confirms this
Mihama|2|constructor|UNVERIFIABLE||LOW|ja.wikipedia.org/wiki/美浜発電所 lists "三菱原子力工業" (Mitsubishi Atomic Power Industries, MHI's nuclear-division predecessor, absorbed into MHI 1980) for Unit 2 without an explicit Westinghouse tag seen for Unit 1; ambiguous whether this reflects a real difference from Unit 1 or a source-extraction gap - not confident enough to call WRONG or CONFIRMED
Mihama|2|architect_engineer|UNVERIFIABLE||LOW|same ambiguity as constructor
Mihama|2|turbine_supplier|UNVERIFIABLE||LOW|no source found
Mihama|2|rpv_manufacturer|UNVERIFIABLE||LOW|no source found
Mihama|3|constructor|UNVERIFIABLE||LOW|source fetch surfaced "三菱商事" (Mitsubishi Corporation, a trading house) for Unit 3, likely a fetch/summarization artifact rather than a real vendor - insufficient to confirm or refute MHI
Mihama|3|architect_engineer|UNVERIFIABLE||LOW|same as constructor
Mihama|3|turbine_supplier|UNVERIFIABLE||LOW|no source found
Mihama|3|rpv_manufacturer|UNVERIFIABLE||LOW|no source found
Monju|1|constructor|WRONG|Hitachi / Toshiba / Mitsubishi Heavy Industries / Fuji Electric consortium (under Fast Reactor Engineering Co., est. 1980)|MED|ja.wikipedia.org/wiki/もんじゅ names this 4-company consortium under PNC, not MHI alone
Monju|1|architect_engineer|WRONG|Hitachi / Toshiba / Mitsubishi Heavy Industries / Fuji Electric consortium|MED|same source as constructor
Monju|1|turbine_supplier|UNVERIFIABLE||LOW|multi-vendor consortium confirmed but no source assigns turbine role to a specific member
Monju|1|rpv_manufacturer|UNVERIFIABLE||LOW|DB's non-standard claim of MHI (rather than JSW) as RPV maker is plausible for the FBR vessel given MHI's role in similar consortia, but no source confirms or refutes it
Ohi|1|constructor|WRONG|Westinghouse Electric|MED|ja.wikipedia.org/wiki/大飯発電所 lists "WH、三菱商事" (Westinghouse Electric, Mitsubishi Corporation as trading intermediary) for Units 1-2, consistent with these being Westinghouse-design 4-loop PWRs; MHI (the manufacturer) is not named
Ohi|1|architect_engineer|WRONG|Westinghouse Electric|MED|same source as constructor
Ohi|1|turbine_supplier|UNVERIFIABLE||LOW|no source found; plausibly Westinghouse but unconfirmed
Ohi|1|rpv_manufacturer|UNVERIFIABLE||LOW|no source found
