plant|unit|field|verdict|corrected_value|confidence|source
Belleville|1|constructor|CONFIRMED||HIGH|fr.wikipedia.org/wiki/Centrale_nucléaire_de_Belleville ("construits par Framatome")
Belleville|1|architect_engineer|CONFIRMED||MED|generalized from fr.wikipedia.org/wiki/Centrale_nucléaire_de_Chooz (EDF named AE for N4 program; EDF is standard in-house AE across French PWR fleet)
Belleville|1|turbine_supplier|CONFIRMED||MED|fr.wikipedia.org/wiki/Centrale_nucléaire_de_Belleville (lists "General Electric France (Alstom jusqu'en 2014)" as supplier, not explicitly per-unit)
Belleville|1|rpv_manufacturer|UNVERIFIABLE||-|no source found naming RPV forge for Belleville; commissioned 1988, RPV likely forged 1983-85, straddling Creusot-Loire's Dec-1984 liquidation - see NOTES
Belleville|2|constructor|CONFIRMED||HIGH|fr.wikipedia.org/wiki/Centrale_nucléaire_de_Belleville
Belleville|2|architect_engineer|CONFIRMED||MED|generalized, see Belleville-1
Belleville|2|turbine_supplier|CONFIRMED||MED|fr.wikipedia.org/wiki/Centrale_nucléaire_de_Belleville
Belleville|2|rpv_manufacturer|UNVERIFIABLE||-|commissioned 1989 - see NOTES (Creusot-Loire boundary)
Blayais|1|constructor|CONFIRMED||HIGH|fr.wikipedia.org/wiki/Centrale_nucléaire_de_Blayais ("constructed by Framatome")
Blayais|1|architect_engineer|CONFIRMED||MED|generalized (EDF standard AE, French PWR fleet)
Blayais|1|turbine_supplier|CONFIRMED||MED|fr.wikipedia.org/wiki/Centrale_nucléaire_de_Blayais (GE France/Alstom fleet supplier, not unit-specific)
Blayais|1|rpv_manufacturer|UNVERIFIABLE||-|no direct source; commissioned 1981, RPV era-consistent with Creusot-Loire (1970-1984) but unconfirmed
Blayais|2|constructor|CONFIRMED||HIGH|fr.wikipedia.org/wiki/Centrale_nucléaire_de_Blayais
Blayais|2|architect_engineer|CONFIRMED||MED|generalized
Blayais|2|turbine_supplier|CONFIRMED||MED|fr.wikipedia.org/wiki/Centrale_nucléaire_de_Blayais
Blayais|2|rpv_manufacturer|UNVERIFIABLE||-|commissioned 1983, unconfirmed
Blayais|3|constructor|CONFIRMED||HIGH|fr.wikipedia.org/wiki/Centrale_nucléaire_de_Blayais
Blayais|3|architect_engineer|CONFIRMED||MED|generalized
