plant|unit|field|verdict|corrected_value|confidence|source
AVR Jülich|1|constructor|CONFIRMED||HIGH|de.wikipedia.org/wiki/AVR_Jülich
AVR Jülich|1|architect_engineer|CONFIRMED||MED|de.wikipedia.org/wiki/AVR_Jülich
AVR Jülich|1|turbine_supplier|WRONG|unknown (not KWU — anachronistic; KWU founded 1969, AVR reached criticality 1966)|LOW|de.wikipedia.org/wiki/AVR_Jülich; de.wikipedia.org/wiki/Kraftwerk_Union
AVR Jülich|1|rpv_manufacturer|UNVERIFIABLE||LOW|de.wikipedia.org/wiki/AVR_Jülich (general construction attribution only, not RPV-specific)
Biblis|A|constructor|CONFIRMED||MED|en.wikipedia.org/wiki/Biblis_Nuclear_Power_Plant
Biblis|A|architect_engineer|CONFIRMED||MED|en.wikipedia.org/wiki/Biblis_Nuclear_Power_Plant
Biblis|A|turbine_supplier|UNVERIFIABLE||—|no source found
Biblis|A|rpv_manufacturer|WRONG|unknown (not RDM — absent from RDM's own build list)|MED|de.wikipedia.org/wiki/Rotterdamsche_Droogdok_Maatschappij
Biblis|B|constructor|CONFIRMED||MED|en.wikipedia.org/wiki/Biblis_Nuclear_Power_Plant
Biblis|B|architect_engineer|CONFIRMED||MED|en.wikipedia.org/wiki/Biblis_Nuclear_Power_Plant
Biblis|B|turbine_supplier|UNVERIFIABLE||—|no source found
Biblis|B|rpv_manufacturer|WRONG|unknown (not RDM — absent from RDM's own build list)|MED|de.wikipedia.org/wiki/Rotterdamsche_Droogdok_Maatschappij
Brokdorf|1|constructor|CONFIRMED||HIGH|de.wikipedia.org/wiki/Kernkraftwerk_Brokdorf
Brokdorf|1|architect_engineer|CONFIRMED||MED|de.wikipedia.org/wiki/Kernkraftwerk_Brokdorf
Brokdorf|1|turbine_supplier|UNVERIFIABLE||—|no source found
Brokdorf|1|rpv_manufacturer|WRONG|unknown (not RDM — absent from RDM's own build list)|MED|de.wikipedia.org/wiki/Rotterdamsche_Droogdok_Maatschappij
Brunsbüttel|1|constructor|CONFIRMED||HIGH|de.wikipedia.org/wiki/Kernkraftwerk_Brunsbüttel
Brunsbüttel|1|architect_engineer|CONFIRMED||MED|de.wikipedia.org/wiki/Kernkraftwerk_Brunsbüttel
Brunsbüttel|1|turbine_supplier|UNVERIFIABLE||—|no source found
Brunsbüttel|1|rpv_manufacturer|CONFIRMED||HIGH|de.wikipedia.org/wiki/Kernkraftwerk_Brunsbüttel + de.wikipedia.org/wiki/Rotterdamsche_Droogdok_Maatschappij
Emsland|1|constructor|UNVERIFIABLE||—|no plant-specific citation found (general Konvoi-line pattern only)
Emsland|1|architect_engineer|UNVERIFIABLE||—|same
Emsland|1|turbine_supplier|UNVERIFIABLE||—|no source found
Emsland|1|rpv_manufacturer|WRONG|unknown (not RDM — absent from RDM's own build list)|MED|de.wikipedia.org/wiki/Rotterdamsche_Droogdok_Maatschappij
Grafenrheinfeld|1|constructor|CONFIRMED||HIGH|de.wikipedia.org/wiki/Kernkraftwerk_Grafenrheinfeld
Grafenrheinfeld|1|architect_engineer|CONFIRMED||MED|de.wikipedia.org/wiki/Kernkraftwerk_Grafenrheinfeld
Grafenrheinfeld|1|turbine_supplier|UNVERIFIABLE||—|no source found
Grafenrheinfeld|1|rpv_manufacturer|WRONG|likely Uddcomb Sweden AB (unconfirmed exact name); forged in Japan, welded in Sweden per source|MED|de.wikipedia.org/wiki/Kernkraftwerk_Grafenrheinfeld
Greifswald|1|constructor|CONFIRMED|(role ambiguous — see notes)|MED|en.wikipedia.org/wiki/Greifswald_Nuclear_Power_Plant
Greifswald|1|architect_engineer|UNVERIFIABLE||—|"Atomenergoproekt" not found in any source
Greifswald|1|turbine_supplier|CONFIRMED||MED|en.wikipedia.org/wiki/Greifswald_Nuclear_Power_Plant (Škoda + Electrosila)
Greifswald|1|rpv_manufacturer|UNVERIFIABLE||—|"Izhora Plants" not found in any source
Greifswald|2|constructor|CONFIRMED|(role ambiguous — see notes)|MED|en.wikipedia.org/wiki/Greifswald_Nuclear_Power_Plant
Greifswald|2|architect_engineer|UNVERIFIABLE||—|not found
Greifswald|2|turbine_supplier|CONFIRMED||MED|en.wikipedia.org/wiki/Greifswald_Nuclear_Power_Plant
Greifswald|2|rpv_manufacturer|UNVERIFIABLE||—|not found
Greifswald|3|constructor|CONFIRMED||MED|en.wikipedia.org/wiki/Greifswald_Nuclear_Power_Plant
Greifswald|3|architect_engineer|UNVERIFIABLE||—|not found
Greifswald|3|turbine_supplier|CONFIRMED||MED|en.wikipedia.org/wiki/Greifswald_Nuclear_Power_Plant
Greifswald|3|rpv_manufacturer|UNVERIFIABLE||—|not found
Greifswald|4|constructor|CONFIRMED||MED|en.wikipedia.org/wiki/Greifswald_Nuclear_Power_Plant
Greifswald|4|architect_engineer|UNVERIFIABLE||—|not found
Greifswald|4|turbine_supplier|CONFIRMED||MED|en.wikipedia.org/wiki/Greifswald_Nuclear_Power_Plant
Greifswald|4|rpv_manufacturer|UNVERIFIABLE||—|not found
Greifswald|5|constructor|CONFIRMED||MED|en.wikipedia.org/wiki/Greifswald_Nuclear_Power_Plant
Greifswald|5|architect_engineer|UNVERIFIABLE||—|not found
Greifswald|5|turbine_supplier|UNVERIFIABLE||—|unit 5 is a different design generation (V-213 per PRIS, not V-230) from units 3-4 — plant-wide infobox does not distinguish; see notes
Greifswald|5|rpv_manufacturer|UNVERIFIABLE||—|not found; V-213 generation weakens confidence in Izhora Plants but not disproven
Grohnde|1|constructor|CONFIRMED||HIGH|de.wikipedia.org/wiki/Kernkraftwerk_Grohnde
Grohnde|1|architect_engineer|CONFIRMED||MED|de.wikipedia.org/wiki/Kernkraftwerk_Grohnde
Grohnde|1|turbine_supplier|UNVERIFIABLE||—|no source found
Grohnde|1|rpv_manufacturer|WRONG|unknown (not RDM — absent from RDM's own build list)|MED|de.wikipedia.org/wiki/Rotterdamsche_Droogdok_Maatschappij
Gundremmingen|B|constructor|CONFIRMED||MED|de.wikipedia.org/wiki/Kernkraftwerk_Gundremmingen (Baulinie 72/KWU, construction began 1976, post-KWU)
Gundremmingen|B|architect_engineer|CONFIRMED||MED|de.wikipedia.org/wiki/Kernkraftwerk_Gundremmingen
Gundremmingen|B|turbine_supplier|CONFIRMED||MED|de.wikipedia.org/wiki/Kernkraftwerk_Gundremmingen
