plant|unit|field|verdict|corrected_value|confidence|source
Cooper|1|constructor|WRONG|Burns & Roe|LOW|NRC docket search synthesis (primary FSAR not directly fetched, 403)
Cooper|1|architect_engineer|CONFIRMED||MED|NRC docket search synthesis (primary FSAR not directly fetched, 403)
Cooper|1|turbine_supplier|WRONG|Westinghouse|HIGH|Wikipedia: Cooper Nuclear Station
Cooper|1|rpv_manufacturer|UNVERIFIABLE||LOW|No source found confirming or contradicting Combustion Engineering
Crystal River|3|constructor|WRONG|J.A. Jones Construction Co.|LOW|Facing South (Institute for Southern Studies): "The Anti-Union, Pro-Nuke Contractors"
Crystal River|3|architect_engineer|CONFIRMED||MED|Gilbert Associates company history (jwgainc.com)
Crystal River|3|turbine_supplier|UNVERIFIABLE||LOW|No source found confirming or contradicting Westinghouse
Crystal River|3|rpv_manufacturer|UNVERIFIABLE||LOW|B&W confirmed only as NSSS vendor; no source confirms B&W fabricated the vessel itself
Davis Besse|1|constructor|UNVERIFIABLE||LOW|Bechtel confirmed only as AE; no source names a distinct constructor
Davis Besse|1|architect_engineer|CONFIRMED||HIGH|Bechtel.com project page; Wikipedia: Davis-Besse Nuclear Power Station
Davis Besse|1|turbine_supplier|UNVERIFIABLE||LOW|No source found confirming or contradicting Westinghouse
Davis Besse|1|rpv_manufacturer|UNVERIFIABLE||LOW|B&W confirmed only as NSSS vendor; no source confirms B&W fabricated the vessel itself
Diablo Canyon|1|constructor|WRONG|Fluor Corporation|LOW|POWER Magazine: "Top Plants: Diablo Canyon Power Plant" (single source, not cross-verified)
Diablo Canyon|2|constructor|WRONG|Fluor Corporation|LOW|POWER Magazine: "Top Plants: Diablo Canyon Power Plant" (single source, not cross-verified)
Diablo Canyon|1|architect_engineer|UNVERIFIABLE||LOW|No source directly confirms PG&E self-AE role
Diablo Canyon|2|architect_engineer|UNVERIFIABLE||LOW|No source directly confirms PG&E self-AE role
Diablo Canyon|1|turbine_supplier|UNVERIFIABLE||LOW|Only NSSS role confirmed as Westinghouse; turbine specifically not sourced
Diablo Canyon|2|turbine_supplier|UNVERIFIABLE||LOW|Only NSSS role confirmed as Westinghouse; turbine specifically not sourced
Diablo Canyon|1|rpv_manufacturer|UNVERIFIABLE||LOW|No source found confirming or contradicting Combustion Engineering
