plant|unit|field|verdict|corrected_value|confidence|source
Shidao Bay|1|constructor|CONFIRMED||MED|en.wikipedia.org/wiki/Shidao_Bay_Nuclear_Power_Plant - JV of Huaneng/CNNC/Tsinghua; CNEC construction arm is a CNNC-group subsidiary
Shidao Bay|1|architect_engineer|CONFIRMED||MED|en.wikipedia.org/wiki/Shidao_Bay_Nuclear_Power_Plant - JV includes China Nuclear Engineering & Construction Group (CNEC) and Tsinghua University
Shidao Bay|1|turbine_supplier|UNVERIFIABLE||MED|en.wikipedia.org/wiki/Shidao_Bay_Nuclear_Power_Plant - article names no turbine supplier
Shidao Bay|1|rpv_manufacturer|UNVERIFIABLE||LOW|en.wikipedia.org/wiki/Shidao_Bay_Nuclear_Power_Plant - confirms a reactor pressure vessel exists (design life stated) but manufacturer unnamed; "None" as a value is suspect since HTR-PM does have a pressure vessel, but no source names it
Shidaowan|1|constructor|UNVERIFIABLE||LOW|en.wikipedia.org/wiki/Shidao_Bay_Nuclear_Power_Plant - no supplier/constructor detail given for Shidaowan HPR1000 units
Shidaowan|1|architect_engineer|UNVERIFIABLE||LOW|same source - no AE detail for Shidaowan HPR1000
Shidaowan|1|turbine_supplier|UNVERIFIABLE||LOW|same source - no turbine detail for Shidaowan HPR1000
Shidaowan|1|rpv_manufacturer|UNVERIFIABLE||LOW|same source - no RPV detail for Shidaowan HPR1000
Shidaowan|2|constructor|UNVERIFIABLE||LOW|same as Shidaowan Unit 1
Shidaowan|2|architect_engineer|UNVERIFIABLE||LOW|same as Shidaowan Unit 1
Shidaowan|2|turbine_supplier|UNVERIFIABLE||LOW|same as Shidaowan Unit 1
Shidaowan|2|rpv_manufacturer|UNVERIFIABLE||LOW|same as Shidaowan Unit 1
Shidaowan Guohe One|1|constructor|WRONG|SPIC (State Power Investment Corporation)|MED|en.wikipedia.org/wiki/Shidao_Bay_Nuclear_Power_Plant - identifies SPIC as CAP1400/Guohe One developer, not CNNC; matches special-case flag in task brief
Shidaowan Guohe One|1|architect_engineer|WRONG|SNERDI (Shanghai Nuclear Engineering Research & Design Institute, SPIC subsidiary)|LOW|General industry knowledge that CAP1400 was designed by SNERDI under SPIC; not independently confirmed via a fetched source this session - re-verify before relying on this correction
Shidaowan Guohe One|1|turbine_supplier|CONFIRMED||MED|en.wikipedia.org/wiki/Shidao_Bay_Nuclear_Power_Plant - "Dongfang Electric Group Dongfang Steam Turbine Co." built the CAP1400 LP2 turbine module
Shidaowan Guohe One|1|rpv_manufacturer|UNVERIFIABLE||LOW|same source - confirms a ~487t vessel passed hydraulic test in March 2017 but does not name the manufacturer
Shidaowan Guohe One|2|constructor|WRONG|SPIC (State Power Investment Corporation)|MED|same as Guohe One Unit 1
Shidaowan Guohe One|2|architect_engineer|WRONG|SNERDI (Shanghai Nuclear Engineering Research & Design Institute, SPIC subsidiary)|LOW|same as Guohe One Unit 1
Shidaowan Guohe One|2|turbine_supplier|CONFIRMED||MED|same as Guohe One Unit 1
Shidaowan Guohe One|2|rpv_manufacturer|UNVERIFIABLE||LOW|same as Guohe One Unit 1
Taipingling|1|constructor|CONFIRMED||HIGH|en.wikipedia.org/wiki/Taipingling_Nuclear_Power_Plant - "owned by CGN Huizhou Nuclear Power Co."
Taipingling|1|architect_engineer|UNVERIFIABLE||LOW|Wikipedia article does not name an AE firm; "CNPEC" could not be confirmed as a real CGN entity in any source checked this session (see NOTES)
Taipingling|1|turbine_supplier|UNVERIFIABLE||LOW|not specified in sources checked
Taipingling|1|rpv_manufacturer|UNVERIFIABLE||LOW|not specified in sources checked
Taipingling|2|constructor|CONFIRMED||HIGH|same as Taipingling Unit 1
Taipingling|2|architect_engineer|UNVERIFIABLE||LOW|same as Taipingling Unit 1
Taipingling|2|turbine_supplier|UNVERIFIABLE||LOW|same as Taipingling Unit 1
Taipingling|2|rpv_manufacturer|UNVERIFIABLE||LOW|same as Taipingling Unit 1
Taipingling|3|constructor|CONFIRMED||HIGH|same as Taipingling Unit 1
Taipingling|3|architect_engineer|UNVERIFIABLE||LOW|same as Taipingling Unit 1
Taipingling|3|turbine_supplier|UNVERIFIABLE||LOW|same as Taipingling Unit 1
Taipingling|3|rpv_manufacturer|UNVERIFIABLE||LOW|same as Taipingling Unit 1
Taishan|1|constructor|CONFIRMED||MED|en.wikipedia.org/wiki/Taishan_Nuclear_Power_Plant - Areva (Framatome) contracted to develop the nuclear island
Taishan|1|architect_engineer|WRONG|EDF / CGN (Taishan Joint Venture partners)|LOW|Taishan Nuclear Power Joint Venture Company = CGN + EDF; no source confirms a distinct "CNPEC" AE entity (see NOTES on CNPEC)
Taishan|1|turbine_supplier|CONFIRMED||HIGH|world-nuclear.org China country profile - "The Arabelle steam turbines and 1750 MWe generators were purchased separately from Alstom and Dongfang Electric Co respectively" (turbine=Alstom, generator=Dongfang)
Taishan|1|rpv_manufacturer|WRONG|Framatome (Areva NP)|HIGH|en.wikipedia.org/wiki/Taishan_Nuclear_Power_Plant - Areva/Framatome contracted for the nuclear island including the reactor; Mitsubishi Heavy Industries has no documented role in Taishan's EPR supply chain
Taishan|2|constructor|CONFIRMED||MED|same as Taishan Unit 1
Taishan|2|architect_engineer|WRONG|EDF / CGN (Taishan Joint Venture partners)|LOW|same as Taishan Unit 1
Taishan|2|turbine_supplier|CONFIRMED||HIGH|same as Taishan Unit 1
Taishan|2|rpv_manufacturer|WRONG|Framatome (Areva NP)|HIGH|same as Taishan Unit 1
Tianwan|1|constructor|CONFIRMED||HIGH|en.wikipedia.org/wiki/Tianwan_Nuclear_Power_Plant - Atomstroyexport supplied VVER-1000/428 units 1-2
Tianwan|1|architect_engineer|UNVERIFIABLE||LOW|not directly confirmed; plausible convention (Atomenergoproekt=Russian design institute, JNPC=Jiangsu Nuclear Power Corp local partner) but no source names this pairing explicitly
Tianwan|1|turbine_supplier|CONFIRMED||MED|en.wikipedia.org/wiki/Tianwan_Nuclear_Power_Plant - "reactor and turbo-generators are of Russian design," consistent with Power Machines (LMZ) as the standard VVER-1000 turbine supplier for this construction era
Tianwan|1|rpv_manufacturer|CONFIRMED||MED|Consistent with Izhora Plants as sole VVER RPV supplier prior to Atommash's 2015 restart of VVER vessel production; Tianwan 1-2 built/commissioned well before that date
Tianwan|2|constructor|CONFIRMED||HIGH|same as Tianwan Unit 1
Tianwan|2|architect_engineer|UNVERIFIABLE||LOW|same as Tianwan Unit 1
Tianwan|2|turbine_supplier|CONFIRMED||MED|same as Tianwan Unit 1
Tianwan|2|rpv_manufacturer|CONFIRMED||MED|same as Tianwan Unit 1
Tianwan|3|constructor|CONFIRMED||HIGH|en.wikipedia.org/wiki/Tianwan_Nuclear_Power_Plant - Atomstroyexport supplied VVER-1000/428M units 3-4
Tianwan|3|architect_engineer|UNVERIFIABLE||LOW|same reasoning as Tianwan Unit 1
Tianwan|3|turbine_supplier|CONFIRMED||MED|same reasoning as Tianwan Unit 1 (commissioned 2017, before Atommash-era shift)
Tianwan|3|rpv_manufacturer|CONFIRMED||MED|same reasoning as Tianwan Unit 1
Tianwan|4|constructor|CONFIRMED||HIGH|same as Tianwan Unit 3
Tianwan|4|architect_engineer|UNVERIFIABLE||LOW|same as Tianwan Unit 3
Tianwan|4|turbine_supplier|CONFIRMED||MED|same as Tianwan Unit 3
Tianwan|4|rpv_manufacturer|CONFIRMED||MED|same as Tianwan Unit 3
Tianwan|5|constructor|WRONG|CNNC (via China Nuclear Power Engineering Co., Ltd. / CNPE)|HIGH|en.wikipedia.org/wiki/Tianwan_Nuclear_Power_Plant - "Units 5-6: Constructor: China Nuclear Power Engineering, Ltd. (CNPE)"; Tianwan site ownership is CNNC/JNPC/Rosatom, not CGN - this is a CNNC/CGN misattribution
Tianwan|5|architect_engineer|WRONG|CNPE / JNPC|MED|same source - no CGN or "CNPEC" involvement documented for Tianwan; ACPR-1000 is a co-developed design but the Tianwan site itself is CNNC-side
Tianwan|5|turbine_supplier|UNVERIFIABLE||LOW|no source checked names a turbine supplier for Tianwan ACPR-1000 units
Tianwan|5|rpv_manufacturer|UNVERIFIABLE||LOW|no source checked names an RPV manufacturer for Tianwan ACPR-1000 units
Tianwan|6|constructor|WRONG|CNNC (via China Nuclear Power Engineering Co., Ltd. / CNPE)|HIGH|same as Tianwan Unit 5
Tianwan|6|architect_engineer|WRONG|CNPE / JNPC|MED|same as Tianwan Unit 5
Tianwan|6|turbine_supplier|UNVERIFIABLE||LOW|same as Tianwan Unit 5
Tianwan|6|rpv_manufacturer|UNVERIFIABLE||LOW|same as Tianwan Unit 5
Tianwan|7|constructor|CONFIRMED||HIGH|world-nuclear.org China country profile - Atomstroyexport/Rosatom general contractor for VVER-1200 units 7&8 (2018 contract)
Tianwan|7|architect_engineer|UNVERIFIABLE||LOW|not directly sourced
Tianwan|7|turbine_supplier|WRONG|Shanghai Electric|MED|Web search finding: "Shanghai Electric wins CNNC's steam turbine order for nuclear power plants" naming Tianwan 7&8; corroborated by world-nuclear.org stating Russia's contract for units 7&8 covers the nuclear island only, so the turbine/conventional island is Chinese-supplied
Tianwan|7|rpv_manufacturer|WRONG|AEM-Technologies (Atommash, Volgodonsk)|MED|VVER-1200 export RPV production shifted from Izhora Plants to Atommash/AEM-Technologies after its 2015 restart (confirmed for Belarus, India Kudankulam contracts); Tianwan 7-8 are VVER-1200, contracted 2018, post-dating that shift
Tianwan|8|constructor|CONFIRMED||HIGH|same as Tianwan Unit 7
Tianwan|8|architect_engineer|UNVERIFIABLE||LOW|same as Tianwan Unit 7
Tianwan|8|turbine_supplier|WRONG|Shanghai Electric|MED|same as Tianwan Unit 7
Tianwan|8|rpv_manufacturer|WRONG|AEM-Technologies (Atommash, Volgodonsk)|MED|same as Tianwan Unit 7
