design_series|field|verdict|corrected_value|confidence|source
B&W 2-Loop|coolant|CONFIRMED||MED|Wikipedia: Muelheim-Kaerlich Nuclear Power Plant (confirmed pressurized water reactor => light water coolant)
B&W 2-Loop|fuel_type|CONFIRMED||MED|Wikipedia: Muelheim-Kaerlich Nuclear Power Plant (PWR fuel is UO2)
B&W 2-Loop|moderator|CONFIRMED||MED|Wikipedia: Muelheim-Kaerlich Nuclear Power Plant (PWR => light water moderator)
BLWR-250|fuel_type|CONFIRMED||MED|Wikipedia: Gentilly (CANDU-BLW prototype) + Wikipedia: CANDU reactor (UO2 fuel)
BLWR-250|number_of_turbines|UNVERIFIABLE||LOW|Wikipedia: Gentilly article does not state turbine count
BWR/3|coolant|CONFIRMED||MED|Wikipedia: Boiling water reactor (water as coolant)
BWR/3|fuel_type|CONFIRMED||MED|Wikipedia: Boiling water reactor (low-enriched UO2 fuel)
BWR/3|moderator|CONFIRMED||MED|Wikipedia: Boiling water reactor (water as neutron moderator)
BWR/4|coolant|CONFIRMED||HIGH|Wikipedia: Browns Ferry + Boiling water reactor (water coolant)
BWR/4|fuel_type|CONFIRMED||MED|Wikipedia: Boiling water reactor (low-enriched UO2)
BWR/4|moderator|CONFIRMED||HIGH|Wikipedia: Boiling water reactor (water moderator)
BWR/4|number_of_control_elements|WRONG|MIXED|MED|Series spans core sizes: Wikipedia Vermont Yankee (89 control rods) vs 185-class 251-inch BWR/4 (Browns Ferry) - varies by unit
BWR/4|number_of_fuel_assemblies|WRONG|MIXED|HIGH|Series spans core sizes: Wikipedia Vermont Yankee (368 assemblies) vs Browns Ferry-class (764) - varies by unit
BWR/4|thermal_power_mwth|WRONG|MIXED|HIGH|Series spans sizes: Wikipedia Vermont Yankee (1593 MWth orig) vs Browns Ferry (3293 MWth orig) vs Duane Arnold (1912 MWth)
CANDU 6|average_burnup_mwd_per_t|UNVERIFIABLE||LOW|Wikipedia: CANDU reactor does not state average burnup value
CANDU 6|coolant|CONFIRMED||HIGH|Wikipedia: CANDU reactor (heavy water D2O coolant)
CANDU 6|core_height_m|UNVERIFIABLE||LOW|Wikipedia: CANDU reactor does not state core height
CANDU 6|enrichment_pct|CONFIRMED||HIGH|Wikipedia: CANDU reactor (natural uranium, ~0.7% U-235)
CANDU 6|fuel_assembly_type|CONFIRMED||HIGH|Wikipedia: CANDU reactor (37 fuel elements per bundle)
CANDU 6|fuel_type|CONFIRMED||HIGH|Wikipedia: CANDU reactor (natural uranium UO2)
CANDU 6|inlet_temperature_c|UNVERIFIABLE||LOW|Wikipedia: CANDU reactor gives outlet only, not inlet temperature
CANDU 6|moderator|CONFIRMED||HIGH|Wikipedia: CANDU reactor (heavy water moderator in calandria)
CANDU 6|number_of_coolant_loops|UNVERIFIABLE||LOW|Wikipedia: CANDU reactor states 4 heat transport pumps, does not confirm 2 loops
CANDU 6|number_of_fuel_assemblies|CONFIRMED||HIGH|Wikipedia: CANDU reactor (380 pressure tubes / fuel channels)
CANDU 6|number_of_steam_generators|CONFIRMED||HIGH|Wikipedia: CANDU reactor (4 steam generators)
CANDU 6|operating_pressure_bar|CONFIRMED||MED|Wikipedia: CANDU reactor (10.3 MPa = 103 bar outlet)
CANDU 6|outlet_temperature_c|CONFIRMED||MED|Wikipedia: CANDU reactor (outlet 312C; DB 310 within variation)
CANDU 6|thermal_power_mwth|CONFIRMED||MED|Wikipedia: CANDU reactor (net ~2060 MWth to steam cycle; DB 2064)
CP2|coolant|CONFIRMED||MED|Wikipedia: Cruas Nuclear Power Plant (pressurized water reactor => light water)
CP2|core_height_m|UNVERIFIABLE||LOW|No spec source retrieved this session (fr.wiki palier page 404; Cruas page lacks core detail)
CP2|enrichment_pct|UNVERIFIABLE||LOW|No spec source retrieved this session
CP2|fuel_assembly_type|UNVERIFIABLE||LOW|No spec source retrieved this session
CP2|fuel_type|CONFIRMED||MED|Wikipedia: Cruas Nuclear Power Plant (PWR => UO2 fuel)
CP2|inlet_temperature_c|UNVERIFIABLE||LOW|No spec source retrieved this session
CP2|moderator|CONFIRMED||MED|Wikipedia: Cruas Nuclear Power Plant (PWR => light water moderator)
CP2|number_of_coolant_loops|UNVERIFIABLE||LOW|No loop-count source retrieved this session
CP2|number_of_fuel_assemblies|UNVERIFIABLE||LOW|No spec source retrieved this session
CP2|number_of_steam_generators|UNVERIFIABLE||LOW|No spec source retrieved this session
CP2|operating_pressure_bar|UNVERIFIABLE||LOW|No spec source retrieved this session
CP2|outlet_temperature_c|UNVERIFIABLE||LOW|No spec source retrieved this session
