design_series|field|verdict|corrected_value|confidence|source
AP1000|thermal_power_mwth|CONFIRMED||HIGH|NRC AP1000 Design Control Document Tier 2 (nrc.gov/docs/ML0715/ML071580895.pdf) / Westinghouse AP1000 overview page
AP1000|fuel_type|CONFIRMED||HIGH|NRC AP1000 DCD Tier 2 Ch.4
AP1000|moderator|CONFIRMED||HIGH|NRC AP1000 DCD Tier 2 Ch.4 (standard PWR light-water moderator)
AP1000|coolant|CONFIRMED||HIGH|NRC AP1000 DCD Tier 2 Ch.4
AP1000|number_of_coolant_loops|CONFIRMED||HIGH|Westinghouse AP1000 PWR overview (westinghousenuclear.com)
AP1000|operating_pressure_bar|UNVERIFIABLE||LOW|Searched NRC AP1000 DCD Tier 2 Ch.4 material; retrieved snippets did not state operating pressure explicitly this session
AP1000|enrichment_pct|UNVERIFIABLE||LOW|NRC AP1000 DCD Tier 2 (ML071580897, ML11171A446) retrieved snippets state initial core loading graded 2.35/3.40/4.45 wt%, not a clean 4.5-5.0 range; insufficient to confirm or overturn DB value with confidence
AP1000|core_height_m|CONFIRMED||HIGH|NRC AP1000 DCD Tier 2 Ch.4 (fuel assembly active stack length 426.72 cm = 4.2672 m)
AP1000|core_diameter_m|UNVERIFIABLE||LOW|Not found in retrieved NRC AP1000 DCD snippets this session
AP1000|number_of_fuel_assemblies|CONFIRMED||HIGH|NRC AP1000 DCD Tier 2 Ch.4 / Westinghouse AP1000 overview (157 assemblies, 17x17XL RFA)
AP1000|number_of_control_elements|UNVERIFIABLE||LOW|Not found in retrieved NRC AP1000 DCD snippets this session
AP1000|outlet_temperature_c|UNVERIFIABLE||LOW|Not found in retrieved NRC AP1000 DCD snippets this session
AP1000|inlet_temperature_c|UNVERIFIABLE||LOW|Not found in retrieved NRC AP1000 DCD snippets this session
AP1000|number_of_steam_generators|CONFIRMED||MED|Westinghouse AP1000 overview (2-loop design implies 2 SGs)
AP1000|fuel_assembly_type|CONFIRMED||HIGH|NRC AP1000 DCD Tier 2 Ch.4 (17x17XL Robust Fuel Assembly)
AP1000|average_burnup_mwd_per_t|CONFIRMED||HIGH|NRC WCAP-12488-P-A referenced in AP1000 DCD (max fuel rod average burnup 60,000 MWD/MTU)
AP1000|number_of_turbines|UNVERIFIABLE||LOW|Not found in retrieved snippets this session
AP1000|turbine_speed_rpm|UNVERIFIABLE||LOW|Not found in retrieved snippets this session
AP1000|low_pressure_sections|UNVERIFIABLE||LOW|Not found in retrieved snippets this session
AP1000|live_steam_pressure_bar|UNVERIFIABLE||LOW|Not found in retrieved snippets this session
SNUPPS|thermal_power_mwth|CONFIRMED||HIGH|nucleartourist.com "The SNUPPS units - Callaway and Wolf Creek"; Wikipedia SNUPPS
SNUPPS|fuel_type|CONFIRMED||MED|Wikipedia SNUPPS / standard Westinghouse 4-loop PWR fuel
SNUPPS|moderator|CONFIRMED||MED|standard PWR design, Wikipedia SNUPPS
SNUPPS|coolant|CONFIRMED||MED|standard PWR design, Wikipedia SNUPPS
SNUPPS|number_of_coolant_loops|CONFIRMED||HIGH|Wikipedia SNUPPS (4-loop Westinghouse design)
SNUPPS|operating_pressure_bar|UNVERIFIABLE||LOW|Not found in retrieved snippets this session
SNUPPS|enrichment_pct|UNVERIFIABLE||LOW|Not found in retrieved snippets this session
SNUPPS|core_height_m|UNVERIFIABLE||LOW|Not found in retrieved snippets this session
SNUPPS|core_diameter_m|UNVERIFIABLE||LOW|Not found in retrieved snippets this session
SNUPPS|number_of_fuel_assemblies|CONFIRMED||HIGH|nucleartourist.com SNUPPS page (193 fuel assemblies, 17x17 array, 264 rods)
SNUPPS|number_of_control_elements|UNVERIFIABLE||LOW|Not found in retrieved snippets this session
SNUPPS|outlet_temperature_c|UNVERIFIABLE||LOW|Not found in retrieved snippets this session
SNUPPS|inlet_temperature_c|UNVERIFIABLE||LOW|Not found in retrieved snippets this session
SNUPPS|number_of_steam_generators|CONFIRMED||MED|4-loop Westinghouse design standard (4 SGs), Wikipedia SNUPPS
SNUPPS|fuel_assembly_type|CONFIRMED||HIGH|nucleartourist.com SNUPPS page (17x17 array)
SNUPPS|average_burnup_mwd_per_t|UNVERIFIABLE||LOW|Not found in retrieved snippets this session
SNUPPS|number_of_turbines|UNVERIFIABLE||LOW|Not found in retrieved snippets this session
