design_series|field|verdict|corrected_value|confidence|source
VVER-1000/338|thermal_power_mwth|CONFIRMED||HIGH|Hindawi/Wiley "Neutronic Performance of the VVER-1000 Reactor" (3000 MWth, 163 assemblies) cross-checked with ResearchGate VVER-1000 specifications table
VVER-1000/338|fuel_type|CONFIRMED||HIGH|Hindawi/Wiley VVER-1000 paper (UO2 fuel, light water cooled/moderated)
VVER-1000/338|moderator|CONFIRMED||HIGH|Hindawi/Wiley VVER-1000 paper (light water moderator)
VVER-1000/338|coolant|CONFIRMED||HIGH|Hindawi/Wiley VVER-1000 paper (light water coolant, four circulation loops)
VVER-1000/338|number_of_coolant_loops|CONFIRMED||HIGH|ResearchGate VVER-1000 specs + MDEP TR-VVERWG-06 (four coolant loops, four steam generators)
VVER-1000/338|operating_pressure_bar|CONFIRMED||HIGH|WebSearch synthesis of thermal-hydraulic/INIS VVER-1000 literature: primary circuit pressure 15.7 MPa = 157 bar, consistent across sources
VVER-1000/338|enrichment_pct|CONFIRMED||MED|Wikipedia "VVER" technical specifications table (VVER-1000 enrichment 4.26%, falls within DB's 3.3-4.4% range)
VVER-1000/338|core_height_m|CONFIRMED||MED|Wikipedia "VVER" technical specifications table (VVER-1000 core height 3.50 m vs DB 3.53 m, consistent within rounding)
VVER-1000/338|core_diameter_m|UNVERIFIABLE||LOW|Searched ResearchGate/OECD-NEA VVER-1000 core geometry papers; found fuel pitch (23.6cm) and core height but no explicit 3.16 m diameter figure
VVER-1000/338|number_of_fuel_assemblies|CONFIRMED||HIGH|Hindawi/Wiley VVER-1000 paper + Wikipedia VVER table (163 hexagonal fuel assemblies)
VVER-1000/338|number_of_control_elements|CONFIRMED||HIGH|WebSearch synthesis of VVER-1000 control rod literature (OSTI WWER-1000 control rod materials doc): 61 control rod cluster assemblies, 18 rods each
VVER-1000/338|outlet_temperature_c|CONFIRMED||MED|Wikipedia "VVER" technical specifications table (VVER-1000 core coolant outlet 319C vs DB 320C, within rounding)
VVER-1000/338|inlet_temperature_c|CONFIRMED||MED|Wikipedia "VVER" technical specifications table (VVER-1000 core coolant inlet 289C, exact match)
VVER-1000/338|number_of_steam_generators|CONFIRMED||HIGH|MDEP TR-VVERWG-06 comparison report + ResearchGate VVER-1000 specs (four loops, four steam generators)
VVER-1000/338|fuel_assembly_type|CONFIRMED||HIGH|Hindawi/Wiley VVER-1000 paper (163 hexagonal fuel assemblies)
VVER-1000/338|average_burnup_mwd_per_t|CONFIRMED||MED|OSTI "Advanced Fuel Cycles for VVER-1000 Reactors" (four-year cycle average discharge burnup ~42 MWd/kgHM = 42000 MWd/t; broader target range 40000-50000 MWd/t)
VVER-1000/338|number_of_turbines|CONFIRMED||HIGH|INIS-IAEA record for "K-1000-60/3000 LMZ steam turbine for NPP" (single tandem turbine per VVER-1000 unit)
VVER-1000/338|turbine_speed_rpm|CONFIRMED||HIGH|INIS-IAEA "K-1000-60/3000 LMZ steam turbine" record (3000 rpm turbine for VVER-1000)
VVER-1000/338|low_pressure_sections|CONFIRMED||HIGH|INIS-IAEA "K-1000-60/3000 LMZ steam turbine" record (HP cylinder + four low-pressure cylinders symmetric about HP)
VVER-1000/338|live_steam_pressure_bar|CONFIRMED||MED|INIS-IAEA "K-1000-60/3000" turbine designation (60 kgf/cm2 nominal live steam pressure, ~58.8-60 bar depending on unit conversion)
VVER-1000/412|thermal_power_mwth|CONFIRMED||HIGH|Hindawi/Wiley VVER-1000 paper + ResearchGate VVER-1000 specs table
VVER-1000/412|fuel_type|CONFIRMED||HIGH|Hindawi/Wiley VVER-1000 paper
VVER-1000/412|moderator|CONFIRMED||HIGH|Hindawi/Wiley VVER-1000 paper
VVER-1000/412|coolant|CONFIRMED||HIGH|Hindawi/Wiley VVER-1000 paper
VVER-1000/412|number_of_coolant_loops|CONFIRMED||HIGH|MDEP TR-VVERWG-06 comparison report
VVER-1000/412|operating_pressure_bar|CONFIRMED||HIGH|VVER-1000 primary circuit pressure literature synthesis (15.7 MPa = 157 bar)
VVER-1000/412|enrichment_pct|CONFIRMED||MED|Wikipedia VVER table (4.26% falls within DB's 3.6-4.4% range)
VVER-1000/412|core_height_m|CONFIRMED||MED|Wikipedia VVER table (3.50 m vs DB 3.53 m)
VVER-1000/412|core_diameter_m|UNVERIFIABLE||LOW|No explicit 3.16 m figure found in retrieved VVER-1000 core geometry sources
VVER-1000/412|number_of_fuel_assemblies|CONFIRMED||HIGH|Hindawi/Wiley VVER-1000 paper + Wikipedia VVER table
VVER-1000/412|number_of_control_elements|CONFIRMED||HIGH|OSTI WWER-1000 control rod materials document (61 control rod cluster assemblies)
VVER-1000/412|outlet_temperature_c|CONFIRMED||MED|Wikipedia VVER table (319C vs DB 321C)
VVER-1000/412|inlet_temperature_c|CONFIRMED||MED|Wikipedia VVER table (289C vs DB 290C)
VVER-1000/412|number_of_steam_generators|CONFIRMED||HIGH|MDEP TR-VVERWG-06 comparison report
VVER-1000/412|fuel_assembly_type|CONFIRMED||HIGH|Hindawi/Wiley VVER-1000 paper
VVER-1000/412|average_burnup_mwd_per_t|CONFIRMED||MED|OSTI "Advanced Fuel Cycles for VVER-1000 Reactors" (design target range 40000-50000 MWd/t)
VVER-1000/412|number_of_turbines|CONFIRMED||HIGH|INIS-IAEA K-1000-60/3000 turbine record
VVER-1000/412|turbine_speed_rpm|CONFIRMED||HIGH|INIS-IAEA K-1000-60/3000 turbine record
VVER-1000/412|low_pressure_sections|CONFIRMED||HIGH|INIS-IAEA K-1000-60/3000 turbine record (four LP cylinders)
VVER-1000/412|live_steam_pressure_bar|CONFIRMED||MED|INIS-IAEA K-1000-60/3000 turbine designation
VVER-1000/428|thermal_power_mwth|CONFIRMED||HIGH|Hindawi/Wiley VVER-1000 paper + ResearchGate VVER-1000 specs table
VVER-1000/428|fuel_type|CONFIRMED||HIGH|Hindawi/Wiley VVER-1000 paper
VVER-1000/428|moderator|CONFIRMED||HIGH|Hindawi/Wiley VVER-1000 paper
VVER-1000/428|coolant|CONFIRMED||HIGH|Hindawi/Wiley VVER-1000 paper
VVER-1000/428|number_of_coolant_loops|CONFIRMED||HIGH|MDEP TR-VVERWG-06 comparison report
VVER-1000/428|operating_pressure_bar|CONFIRMED||HIGH|VVER-1000 primary circuit pressure literature synthesis (15.7 MPa = 157 bar)
VVER-1000/428|enrichment_pct|CONFIRMED||MED|Wikipedia VVER table (4.26% falls within DB's 3.6-4.4% range)
VVER-1000/428|core_height_m|CONFIRMED||MED|Wikipedia VVER table (3.50 m vs DB 3.53 m)
VVER-1000/428|core_diameter_m|UNVERIFIABLE||LOW|No explicit 3.16 m figure found in retrieved VVER-1000 core geometry sources
VVER-1000/428|number_of_fuel_assemblies|CONFIRMED||HIGH|Hindawi/Wiley VVER-1000 paper + Wikipedia VVER table
VVER-1000/428|number_of_control_elements|CONFIRMED||HIGH|OSTI WWER-1000 control rod materials document (61 control rod cluster assemblies)
VVER-1000/428|outlet_temperature_c|CONFIRMED||MED|Wikipedia VVER table (319C vs DB 320C)
VVER-1000/428|inlet_temperature_c|CONFIRMED||MED|Wikipedia VVER table (289C, exact match)
VVER-1000/428|number_of_steam_generators|CONFIRMED||HIGH|MDEP TR-VVERWG-06 comparison report
VVER-1000/428|fuel_assembly_type|CONFIRMED||HIGH|Hindawi/Wiley VVER-1000 paper
VVER-1000/428|average_burnup_mwd_per_t|CONFIRMED||MED|OSTI "Advanced Fuel Cycles for VVER-1000 Reactors" (design target range 40000-50000 MWd/t)
